CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258897;25;08-mar-03;19:29:17;32.611;1.565;4.6987;0.0744094214876033;1;32.604;1;7.0775;7;256;NaN;NaN
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258896;50;08-mar-03;19:29:17;32.074;-0.037;4.96;0.674269173553719;1;31.883;7;NaN;9;256;NaN;NaN
NED2003003_10;MFD_SETNO10;44.907167;60.1575;258895;130;08-mar-03;19:29:17;31.856;-0.676;4.9721;0.663255702479339;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_11;MFD_SETNO11;45.042;60.039333;245434;5;08-mar-03;21:34:28;32.553;1.75;4.8136;9.82248198347107;1;32.547;1;8.214;7;256;NaN;NaN
NED2003003_11;MFD_SETNO11;45.042;60.039333;245433;25;08-mar-03;21:34:28;32.656;2.613;5.0975;10.6410221487603;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_11;MFD_SETNO11;45.042;60.039333;258900;50;08-mar-03;21:34:28;31.669;-1.642;4.5227;0.428301652892562;1;31.651;1;8.51;7;256;NaN;NaN
NED2003003_11;MFD_SETNO11;45.042;60.039333;258899;114;08-mar-03;21:34:28;31.697;-1.648;4.7031;0.427077933884298;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_12;MFD_SETNO12;45.070667;59.944333;245438;5;08-mar-03;23:35:54;32.196;-1.639;4.7183;0.569029338842975;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_12;MFD_SETNO12;45.070667;59.944333;245437;25;08-mar-03;23:35:54;32.837;1.283;4.3132;0.0513779338842975;1;32.783;1;6.793;7;256;NaN;NaN
NED2003003_12;MFD_SETNO12;45.070667;59.944333;245436;50;08-mar-03;23:35:54;31.388;-1.118;4.8601;3.48948041322314;1;31.448;1;8.625;7;256;NaN;NaN
NED2003003_12;MFD_SETNO12;45.070667;59.944333;245435;132;08-mar-03;23:35:54;31.389;-1.116;4.8539;3.37691652892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_13;MFD_SETNO13;44.6465;59.944833;245441;25;09-mar-03;02:52:16;32.498;1.144;4.3443;0.193818826446281;1;32.505;1;7.442;7;256;NaN;NaN
NED2003003_13;MFD_SETNO13;44.6465;59.944833;245440;50;09-mar-03;02:52:16;31.665;-1.666;3.1484;0.549449834710744;1;31.661;1;8.5665;7;256;NaN;NaN
NED2003003_13;MFD_SETNO13;44.6465;59.944833;245439;85;09-mar-03;02:52:16;31.701;-1.656;4.6897;0.518856859504133;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_14;MFD_SETNO14;44.741;59.7785;245444;25;09-mar-03;05:38:05;33.236;3.25;3.9692;0.117283421487603;1;33.227;1;6.4345;7;256;NaN;NaN
NED2003003_14;MFD_SETNO14;44.741;59.7785;245443;50;09-mar-03;05:38:05;31.912;-0.861;4.5555;0.333534661157025;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_14;MFD_SETNO14;44.741;59.7785;245442;196;09-mar-03;05:38:05;32.223;0.283;4.4874;0.194881818181818;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_15;MFD_SETNO15;44.734333;59.622833;245448;5;09-mar-03;07:55:23;31.818;-0.955;4.6574;0.450328595041322;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_15;MFD_SETNO15;44.734333;59.622833;245447;25;09-mar-03;07:55:23;32.193;0.388;4.4276;0.163346396694215;1;32.171;1;7.577;7;256;NaN;NaN
NED2003003_15;MFD_SETNO15;44.734333;59.622833;245446;50;09-mar-03;07:55:23;31.804;-1.265;4.4851;0.657137107438017;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_15;MFD_SETNO15;44.734333;59.622833;245445;78;09-mar-03;07:55:23;31.848;-1.036;4.5219;0.520080578512397;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_16;MFD_SETNO16;44.888833;59.281167;245451;25;09-mar-03;10:46:12;32.271;0.364;4.466;0.17007867768595;1;32.275;1;7.3245;7;256;NaN;NaN
NED2003003_16;MFD_SETNO16;44.888833;59.281167;245450;50;09-mar-03;10:46:12;31.719;-1.337;4.5329;0.597174876033058;1;31.719;1;8.404;7;256;NaN;NaN
NED2003003_16;MFD_SETNO16;44.888833;59.281167;245449;100;09-mar-03;10:46:12;31.72;-1.33;4.6023;0.572700495867769;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_17;MFD_SETNO17;45.187167;59.107;245455;5;09-mar-03;14:09:33;31.818;-1.584;4.5475;0.937368760330578;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_17;MFD_SETNO17;45.187167;59.107;245454;25;09-mar-03;14:09:33;32.271;-0.158;4.3846;0.179645603305785;1;32.258;1;7.5715;7;256;NaN;NaN
NED2003003_17;MFD_SETNO17;45.187167;59.107;245453;50;09-mar-03;14:09:33;31.772;-1.422;4.5822;0.860274462809917;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_17;MFD_SETNO17;45.187167;59.107;245452;96;09-mar-03;14:09:33;31.773;-1.423;4.6207;0.906775785123967;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_18;MFD_SETNO18;45.3175;58.877;245459;5;09-mar-03;16:48:09;31.899;-1.676;4.5073;0.874959090909091;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_18;MFD_SETNO18;45.3175;58.877;245458;25;09-mar-03;16:48:09;32.057;-0.86;4.4793;0.301034876033058;1;32.055;1;8.0255;7;256;NaN;NaN
NED2003003_18;MFD_SETNO18;45.3175;58.877;245457;50;09-mar-03;16:48:09;31.763;-1.628;4.4267;0.715875619834711;1;31.763;1;8.448;7;256;NaN;NaN
NED2003003_18;MFD_SETNO18;45.3175;58.877;245456;98;09-mar-03;16:48:09;31.769;-1.635;4.5207;0.768495537190083;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_19;MFD_SETNO19;45.3235;58.5895;245463;5;09-mar-03;20:14:42;31.966;-1.594;4.5425;0.720770495867769;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_19;MFD_SETNO19;45.3235;58.5895;245462;25;09-mar-03;20:14:42;32.354;-0.052;4.3591;0.170787338842975;1;32.352;1;7.547;7;256;NaN;NaN
NED2003003_19;MFD_SETNO19;45.3235;58.5895;245461;50;09-mar-03;20:14:42;31.849;-1.557;4.219;0.840694958677686;1;31.854;1;8.4075;7;256;NaN;NaN
NED2003003_19;MFD_SETNO19;45.3235;58.5895;245460;93;09-mar-03;20:14:42;31.895;-1.673;4.4417;0.874959090909091;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_20;MFD_SETNO20;44.89;58.782833;245467;5;10-mar-03;10:29:37;31.894;-1.545;4.7553;1.77146202892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_20;MFD_SETNO20;44.89;58.782833;245466;25;10-mar-03;10:29:37;32.652;0.688;4.4041;0.141023570247934;1;32.651;1;7.2185;7;256;NaN;NaN
NED2003003_20;MFD_SETNO20;44.89;58.782833;245465;50;10-mar-03;10:29:37;31.823;-0.163;4.3129;0.644899917355372;1;31.778;1;8.252;7;256;NaN;NaN
NED2003003_20;MFD_SETNO20;44.89;58.782833;245464;184;10-mar-03;10:29:37;31.927;-0.034;4.4456;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_21;MFD_SETNO21;44.897;58.251667;245471;5;10-mar-03;13:59:12;32.802;1.078;4.3105;0.120826727272727;1;32.797;1;7.092;7;256;NaN;NaN
NED2003003_21;MFD_SETNO21;44.897;58.251667;245469;50;10-mar-03;13:59:12;31.877;-1.556;4.5353;1.85700546694215;1;31.885;1;8.608;7;256;NaN;NaN
NED2003003_21;MFD_SETNO21;44.897;58.251667;245468;144;10-mar-03;13:59:12;31.878;-1.55;4.6946;1.73581892975207;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_22;MFD_SETNO22;45.038667;58.125;245475;5;10-mar-03;16:28:27;32.029;-1.581;4.7105;1.08711452479339;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_22;MFD_SETNO22;45.038667;58.125;245474;25;10-mar-03;16:28:27;32.739;0.483;4.4187;0.199133785123967;1;32.723;1;7.4245;7;256;NaN;NaN
NED2003003_22;MFD_SETNO22;45.038667;58.125;245473;50;10-mar-03;16:28:27;32.108;-1.431;4.6262;1.71799738016529;1;32.109;1;8.635;7;256;NaN;NaN
NED2003003_22;MFD_SETNO22;45.038667;58.125;245472;126;10-mar-03;16:28:27;32.147;-1.436;4.7489;1.71799738016529;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_23;MFD_SETNO23;44.973333;58.100333;245479;5;10-mar-03;18:56:00;32.067;-1.546;4.8232;1.09278107438017;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_23;MFD_SETNO23;44.973333;58.100333;245478;25;10-mar-03;18:56:00;32.808;0.719;4.5192;0.155905454545455;1;32.812;1;7.33;7;256;NaN;NaN
NED2003003_23;MFD_SETNO23;44.973333;58.100333;245477;50;10-mar-03;18:56:00;31.995;-1.609;4.5115;1.14770779338843;1;31.993;1;8.567;7;256;NaN;NaN
NED2003003_23;MFD_SETNO23;44.973333;58.100333;245476;109;10-mar-03;18:56:00;32.014;-1.595;4.6605;1.20473675206612;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_24;MFD_SETNO24;44.878667;58.041667;245483;5;10-mar-03;21:12:28;32.216;-1.206;4.9134;1.17477024793388;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_24;MFD_SETNO24;44.878667;58.041667;245482;25;10-mar-03;21:12:28;32.392;-0.461;4.7424;0.384247768595041;1;32.387;1;7.997;7;256;NaN;NaN
NED2003003_24;MFD_SETNO24;44.878667;58.041667;245481;50;10-mar-03;21:12:28;32.004;-1.521;4.7126;1.01446305785124;1;31.995;1;8.5615;7;256;NaN;NaN
NED2003003_24;MFD_SETNO24;44.878667;58.041667;245480;63;10-mar-03;21:12:28;32.02;-1.558;4.7903;1.17109909090909;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_25;MFD_SETNO25;44.921333;57.8905;245486;5;10-mar-03;22:38:00;32.311;-0.996;4.9033;0.691401239669422;1;32.312;1;8.295;7;256;NaN;NaN
NED2003003_25;MFD_SETNO25;44.921333;57.8905;245485;25;10-mar-03;22:38:00;32.135;-1.436;4.8025;1.85344115702479;1;32.135;1;8.623;7;256;NaN;NaN
NED2003003_25;MFD_SETNO25;44.921333;57.8905;245484;61;10-mar-03;22:38:00;32.149;-1.419;4.8809;1.88551994628099;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_26;MFD_SETNO26;44.828;57.7215;245489;5;11-mar-03;00:25:26;32.215;-1.224;4.836;1.00589702479339;1;32.217;1;8.5115;7;256;NaN;NaN
NED2003003_26;MFD_SETNO26;44.828;57.7215;245488;25;11-mar-03;00:25:26;32.014;-1.549;4.8214;1.28315157024793;1;32.014;1;8.6365;7;256;NaN;NaN
NED2003003_26;MFD_SETNO26;44.828;57.7215;245487;40;11-mar-03;00:25:26;32.014;-1.546;4.9679;1.44354551652893;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_27;MFD_SETNO27;44.6365;57.845333;245492;5;11-mar-03;02:36:56;32.242;-0.956;4.8501;1.27602295041322;1;32.247;1;8.231;7;256;NaN;NaN
NED2003003_27;MFD_SETNO27;44.6365;57.845333;245491;25;11-mar-03;02:36:56;32.186;-1.31;4.6942;1.31166604958678;1;32.187;1;8.5955;7;256;NaN;NaN
NED2003003_27;MFD_SETNO27;44.6365;57.845333;245490;37;11-mar-03;02:36:56;32.206;-1.265;4.8271;1.47918861570248;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_28;MFD_SETNO28;44.7;57.6445;245495;5;11-mar-03;04:15:18;32.207;-1.167;4.7239;1.26533002066116;1;32.205;1;8.278;7;256;NaN;NaN
NED2003003_28;MFD_SETNO28;44.7;57.6445;245494;25;11-mar-03;04:15:18;32.236;-0.993;4.7307;1.08711452479339;1;32.239;1;8.2085;7;256;NaN;NaN
NED2003003_28;MFD_SETNO28;44.7;57.6445;245493;34;11-mar-03;04:15:18;32.237;-0.975;4.8133;1.10137176446281;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_29;MFD_SETNO29;44.7795;57.29;245499;5;11-mar-03;07:01:43;32.127;-1.532;4.7376;0.912894380165289;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_29;MFD_SETNO29;44.7795;57.29;245498;25;11-mar-03;07:01:43;34.904;4.437;3.7851;0.0268432809917355;1;34.895;7;5.904;7;768;NaN;NaN
NED2003003_29;MFD_SETNO29;44.7795;57.29;245497;50;11-mar-03;07:01:43;32.206;-1.185;4.5733;1.30097311983471;1;32.199;7;8.1475;7;768;NaN;NaN
NED2003003_29;MFD_SETNO29;44.7795;57.29;245496;362;11-mar-03;07:01:43;32.207;-1.168;4.707;1.20473675206612;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_30;MFD_SETNO30;44.5325;57.0255;256803;5;11-mar-03;10:40:57;32.56;-0.913;4.7577;0.575147933884298;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_30;MFD_SETNO30;44.5325;57.0255;256802;25;11-mar-03;10:40:57;34.843;5.014;3.4459;0.0088180826446281;1;34.843;1;5.331;7;256;NaN;NaN
NED2003003_30;MFD_SETNO30;44.5325;57.0255;256801;50;11-mar-03;10:40:57;32.109;1.033;4.4688;1.23325123140496;1;NaN;9;8.1985;7;256;NaN;NaN
NED2003003_30;MFD_SETNO30;44.5325;57.0255;245500;367;11-mar-03;10:40:57;32.168;1.46;4.6159;1.19404382231405;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_31;MFD_SETNO31;44.6555;57.262833;256807;2;11-mar-03;16:02:57;32.508;-1.058;4.687;0.885972561983471;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_31;MFD_SETNO31;44.6555;57.262833;256806;25;11-mar-03;16:02:57;34.699;7.139;3.2243;0.0239903719008264;1;34.69;1;4.5155;7;256;NaN;NaN
NED2003003_31;MFD_SETNO31;44.6555;57.262833;256805;50;11-mar-03;16:02:57;32.398;-1.25;4.6295;0.821115454545455;1;NaN;9;8.266;7;256;NaN;NaN
NED2003003_31;MFD_SETNO31;44.6555;57.262833;256804;235;11-mar-03;16:02:57;32.399;-1.213;4.7001;0.769719256198347;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_34;MFD_SETNO34;44.363667;57.5565;256811;5;11-mar-03;23:13:19;32.396;-1.151;4.7855;1.20117244214876;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_34;MFD_SETNO34;44.363667;57.5565;256810;25;11-mar-03;23:13:19;32.737;0.171;4.6374;0.255472347107438;1;32.733;1;7.625;7;256;NaN;NaN
NED2003003_34;MFD_SETNO34;44.363667;57.5565;256809;50;11-mar-03;23:13:19;32.224;-1.448;4.4189;0.852932148760331;1;32.187;1;8.523;7;256;NaN;NaN
NED2003003_34;MFD_SETNO34;44.363667;57.5565;256808;147;11-mar-03;23:13:19;32.29;-1.339;4.6452;0.93492132231405;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_36;MFD_SETNO36;44.374167;57.710333;256814;25;12-mar-03;01:46:54;32.646;-0.082;4.5236;0.294916280991736;1;32.649;1;7.6685;7;256;NaN;NaN
NED2003003_36;MFD_SETNO36;44.374167;57.710333;256813;50;12-mar-03;01:46:54;32.27;-1.287;4.6379;1.23681554132231;1;32.277;1;8.463;7;256;NaN;NaN
NED2003003_36;MFD_SETNO37;44.251667;58.220833;256815;91;12-mar-03;05:14:29;32.295;-1.193;4.6883;1.25577588016529;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_36;MFD_SETNO36;44.374167;57.710333;256812;109;12-mar-03;01:46:54;32.294;-1.227;4.7566;1.30453742975207;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_37;MFD_SETNO37;44.251667;58.220833;256818;5;12-mar-03;05:14:29;32.504;-1.199;32.505;32.294;1;-0.54;4;32.504;4;6;NaN;NaN
NED2003003_37;MFD_SETNO37;44.251667;58.220833;256817;25;12-mar-03;05:14:29;4.5763;8.2725;1.26533002066116;1.26533002066116;1;8.2725;7;4.6921;7;256;NaN;NaN
NED2003003_37;MFD_SETNO37;44.251667;58.220833;256816;50;12-mar-03;05:14:29;32.294;-1.194;4.6469;1.20830106198347;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_38;MFD_SETNO38;44.176667;58.243333;256822;5;12-mar-03;06:50:53;34.018;5.129;4.227;0.0777207685950413;1;34.045;1;5.5805;7;256;NaN;NaN
NED2003003_38;MFD_SETNO38;44.176667;58.243333;256821;25;12-mar-03;06:50:53;32.36;-0.956;4.5437;1.94611321487603;1;32.356;1;8.542;7;256;NaN;NaN
NED2003003_38;MFD_SETNO38;44.176667;58.243333;256820;50;12-mar-03;06:50:53;32.369;-0.934;4.6446;1.21899399173554;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_38;MFD_SETNO38;44.176667;58.243333;256819;170;12-mar-03;06:50:53;32.384;-0.848;4.6883;1.22612261157025;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_39;MFD_SETNO39;44.221;58.4475;256826;5;12-mar-03;09:07:17;34.527;6.451;3.6026;0.0440904132231405;1;34.517;7;4.8175;7;768;NaN;NaN
NED2003003_39;MFD_SETNO39;44.221;58.4475;256825;25;12-mar-03;09:07:17;32.341;-1.052;4.6971;1.53978188429752;1;32.342;7;8.5065;7;768;NaN;NaN
NED2003003_39;MFD_SETNO39;44.221;58.4475;256824;50;12-mar-03;09:07:17;32.341;-1.051;4.8465;1.60037515289256;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_39;MFD_SETNO39;44.221;58.4475;256823;200;12-mar-03;09:07:17;32.415;-0.918;4.8645;1.02547652892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_40;MFD_SETNO40;44.166667;58.606167;256830;5;12-mar-03;11:00:11;32.525;-0.463;4.7486;0.647347355371901;1;32.528;1;8.144;7;256;NaN;NaN
NED2003003_40;MFD_SETNO40;44.166667;58.606167;256829;25;12-mar-03;11:00:11;31.825;-0.619;5.0064;0.573924214876033;1;31.799;1;8.46;7;256;NaN;NaN
NED2003003_40;MFD_SETNO40;44.166667;58.606167;256828;50;12-mar-03;11:00:11;31.935;-0.504;5.0234;0.566581900826446;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_40;MFD_SETNO40;44.166667;58.606167;256827;77;12-mar-03;11:00:11;32.158;0.192;4.9651;0.451552314049587;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_41;MFD_SETNO41;44.115833;58.4855;256834;5;12-mar-03;12:39:21;32.806;0.523;4.6158;0.308377190082645;1;32.821;1;7.862;7;256;NaN;NaN
NED2003003_41;MFD_SETNO41;44.115833;58.4855;256833;25;12-mar-03;12:39:21;32.249;-0.796;4.6297;1.35087345867769;1;32.25;1;8.401;7;256;NaN;NaN
NED2003003_41;MFD_SETNO41;44.115833;58.4855;256832;50;12-mar-03;12:39:21;32.256;-0.776;4.7472;1.56473205371901;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_41;MFD_SETNO41;44.115833;58.4855;256831;115;12-mar-03;12:39:21;32.478;-0.559;4.7781;NaN;9;NaN;9;NaN;9;0;NaN;NaN
