CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_01;Q_OXY;OXY_03;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388782;24;27-jul-13;19:05:33;32.1084;6.5064;6.57918;0.680428399159664;1;NaN;9;NaN;9;NaN;9;0;1;0.945;1;0.2985;1;0.2;1;0;3.17;4.72
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388781;51;27-jul-13;19:05:33;32.4601;2.4585;6.29272;0.680428399159664;1;NaN;9;NaN;9;NaN;9;0.13;1;4.075;1;0.5995;1;2.66;1;0;6.80;1.53
NED2013022_202;MFD_SETNO202;44.5757;-57.3352;388780;67;27-jul-13;19:05:33;32.5369;2.0805;6.15339;0.572992336134454;1;32.550724029541;1;7.27;7;NaN;9;0.15;1;5;1;0.642;1;3.395;1;256;7.79;1.47
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388787;5;27-jul-13;20:48:48;30.7292;17.9869;4.84167;0.271566441176471;1;NaN;9;5.79;1;NaN;9;0;1;0.565;1;0.1975;1;0.23;1;0;2.86;2.46
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388786;25;27-jul-13;20:48:48;31.6719;10.9308;5.78369;0.752052441176471;1;NaN;9;NaN;9;NaN;9;0;1;0.88;1;0.2775;1;0.61;1;0;3.17;1.44
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388785;51;27-jul-13;20:48:48;32.2857;3.1867;6.21496;0.471084642857143;1;NaN;9;NaN;9;NaN;9;0.13;1;3.87;1;0.605;1;3.105;1;0;6.40;1.25
NED2013022_203;MFD_SETNO203;44.702;-57.4257;388784;57;27-jul-13;20:48:48;32.2841;3.1851;6.22016;0.555086325630252;1;32.2970771789551;1;7.2935;7;NaN;9;0.125;1;3.8;1;0.594;1;2.92;1;256;6.40;1.30
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388791;5;27-jul-13;23:29:16;30.6188;17.9909;4.78792;0.354699025210084;1;NaN;9;5.782;1;NaN;9;0;1;0.87;1;0.1805;1;0;1;0;4.82;NaN
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388790;25;27-jul-13;23:29:16;32.0578;5.0125;6.08766;0.716240420168067;1;NaN;9;NaN;9;NaN;9;0.04;1;0.9;1;0.387;1;0.56;1;0;2.33;1.61
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388789;51;27-jul-13;23:29:16;32.2863;2.2809;6.32968;4.81873613445378;1;NaN;9;NaN;9;NaN;9;0.355;1;3.45;1;0.613;1;1.095;1;0;5.63;3.15
NED2013022_204;MFD_SETNO204;44.9907;-57.4287;388788;331;27-jul-13;23:29:16;34.8023;5.7684;3.24999;0.016649981092437;1;34.8468208312988;1;3.9;1;NaN;9;0.08;1;22.145;1;1.474;1;22.03;1;0;15.02;1.01
NED2013022_205;MFD_SETNO205;45.045;-57.729;388795;5;28-jul-13;02:12:51;30.5154;17.691;4.81854;0.399036403361345;1;NaN;9;5.804;1;NaN;9;0;1;0.755;1;0.189;1;0;1;0;3.99;NaN
NED2013022_205;MFD_SETNO205;45.045;-57.729;388794;25;28-jul-13;02:12:51;32.0196;7.7849;6.06074;0.576385915966387;1;NaN;9;NaN;9;NaN;9;0;1;0.94;1;0.233;1;0.21;1;0;4.03;4.48
NED2013022_205;MFD_SETNO205;45.045;-57.729;388793;49;28-jul-13;02:12:51;32.3776;1.9135;5.79954;0.382409886554622;1;NaN;9;NaN;9;NaN;9;0.17;1;5.865;1;0.7385;1;4.675;1;0;7.94;1.25
NED2013022_205;MFD_SETNO205;45.045;-57.729;388792;120;28-jul-13;02:12:51;33.2202;3.3513;5.1893;0.0443999495798319;1;33.2010078430176;1;6.243;7;NaN;9;0.205;1;9.65;1;0.8835;1;7.9;1;256;10.92;1.22
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388799;6;28-jul-13;04:11:40;30.521;17.5905;4.85349;0.421205092436975;1;NaN;9;5.801;1;NaN;9;0.04;1;0.84;1;0.188;1;0;1;0;4.47;NaN
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388798;24;28-jul-13;04:11:40;31.7944;9.4999;6.08957;0.487711159663866;1;NaN;9;NaN;9;NaN;9;0.04;1;0.84;1;0.234;1;0.255;1;0;3.59;3.29
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388797;51;28-jul-13;04:11:40;32.414;2.577;6.06665;0.304819474789916;1;NaN;9;NaN;9;NaN;9;0.18;1;5.28;1;0.686;1;4.02;1;0;7.70;1.31
NED2013022_206;MFD_SETNO206;45.0922;-57.9205;388796;63;28-jul-13;04:11:40;32.5868;2.0597;5.91222;0.121927789915966;1;32.6087875366211;1;6.921;7;NaN;9;0.18;1;6.77;1;0.783;1;5.58;1;256;8.65;1.21
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388803;5;28-jul-13;06:42:13;30.5803;17.7729;4.80754;0.415662920168067;1;NaN;9;5.754;1;NaN;9;0.04;1;0.825;1;0.18;1;0.3;1;0;4.58;2.75
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388802;25;28-jul-13;06:42:13;31.6902;5.91;6.44627;0.64461637815126;1;NaN;9;NaN;9;NaN;9;0;1;0.905;1;0.3715;1;0;1;0;2.44;NaN
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388801;50;28-jul-13;06:42:13;32.3593;1.8897;5.95579;0.238313407563025;1;NaN;9;NaN;9;NaN;9;0.18;1;6.83;1;0.826;1;5.735;1;0;8.27;1.19
NED2013022_207;MFD_SETNO207;45.1722;-58.1887;388800;79;28-jul-13;06:42:13;32.5206;2.0534;5.82784;0.160722995798319;1;32.5427589416504;1;6.8485;7;NaN;9;0.18;1;6.71;1;0.791;1;5.815;1;256;8.48;1.15
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388807;5;28-jul-13;10:03:21;30.759;17.3083;4.85024;0.399036403361345;1;NaN;9;5.792;1;NaN;9;0;1;0.17;1;0.19;1;0.345;1;0;0.89;0.49
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388806;25;28-jul-13;10:03:21;31.7689;9.6657;5.97753;0.509879848739496;1;NaN;9;NaN;9;NaN;9;0.04;1;0.35;1;0.2735;1;0.76;1;0;1.28;0.46
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388805;50;28-jul-13;10:03:21;32.396;2.8752;6.31865;0.437831609243697;1;NaN;9;NaN;9;NaN;9;0.125;1;2.53;1;0.54;1;2.05;1;0;4.69;1.23
NED2013022_208;MFD_SETNO208;45.3098;-57.6637;388804;334;28-jul-13;10:03:21;34.8201;5.5571;3.07373;0.0184999789915966;1;34.8289451599121;1;3.714;1;NaN;9;0.05;1;21.725;1;1.5045;1;26.84;1;0;14.44;0.81
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388811;6;28-jul-13;11:59:52;30.6105;17.2901;4.85727;0.465542470588235;1;NaN;9;5.818;1;NaN;9;0;1;0.37;1;0.1865;1;0.21;1;0;1.98;1.76
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388810;26;28-jul-13;11:59:52;31.276;6.5957;6.40671;0.482168987394958;1;NaN;9;NaN;9;NaN;9;0;1;0.35;1;0.355;1;0.13;1;0;0.99;2.69
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388809;52;28-jul-13;11:59:52;32.1669;1.4939;6.03848;1.62944695588235;1;NaN;9;NaN;9;NaN;9;0.2;1;4.7;1;0.741;1;3.05;1;0;6.34;1.54
NED2013022_209;MFD_SETNO209;45.3843;-57.795;388808;142;28-jul-13;11:59:52;34.2733;7.7138;4.56269;0.0240499726890756;1;34.1549797058105;7;5.5245;1;NaN;9;0.045;1;10.16;1;0.8205;1;7.325;1;256;12.38;1.39
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388815;3;28-jul-13;13:41:08;30.613;17.4078;4.85944;0.460000298319328;1;NaN;9;5.802;1;NaN;9;0;1;0.265;1;0.185;1;0.195;1;0;1.43;1.36
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388814;24;28-jul-13;13:41:08;31.5353;4.2206;6.77228;2.74667959663866;1;NaN;9;NaN;9;NaN;9;0.08;1;1.29;1;0.5525;1;0.48;1;0;2.33;2.69
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388813;51;28-jul-13;13:41:08;32.2275;1.4576;5.95453;0.105449880252101;1;NaN;9;NaN;9;NaN;9;0.17;1;8.235;1;0.8785;1;7.685;1;0;9.37;1.07
NED2013022_210;MFD_SETNO210;45.3735;-57.7668;388812;179;28-jul-13;13:41:08;34.7496;8.7021;3.78084;0.027749968487395;1;34.7617492675781;1;4.585;1;NaN;9;0.06;1;13.79;1;0.976;1;10.015;1;0;14.13;1.38
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388819;5;28-jul-13;17:16:56;30.7045;17.5128;4.81383;0.45445812605042;1;NaN;9;5.826;7;NaN;9;0;1;0.4;1;0.1775;1;0.295;1;256;2.25;1.36
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388818;25;28-jul-13;17:16:56;31.5405;4.8416;6.74199;1.18179669327731;1;NaN;9;NaN;9;NaN;9;0;1;0.555;1;0.354;1;0.15;1;0;1.57;3.70
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388817;50;28-jul-13;17:16:56;32.2452;1.4878;6.22483;0.266024268907563;1;NaN;9;NaN;9;NaN;9;0.095;1;1.895;1;0.499;1;1.55;1;0;3.80;1.22
NED2013022_211;MFD_SETNO211;45.7777;-58.0325;388816;354;28-jul-13;17:16:56;34.8305;5.7184;2.69325;0.022199974789916;1;34.8490791320801;1;3.266;1;NaN;9;0.04;1;20.37;1;1.5935;1;29.54;1;0;12.78;0.69
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388823;5;28-jul-13;21:54:57;30.0929;17.82;4.90332;0.752052441176471;1;NaN;9;5.936;7;NaN;9;0;1;0;1;0.1545;1;0.325;1;256;0.00;0.00
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388822;25;28-jul-13;21:54:57;31.3497;5.0753;6.46424;0.716240420168067;1;NaN;9;NaN;9;NaN;9;0;1;0.8;1;0.3795;1;0.905;1;0;2.11;0.88
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388821;51;28-jul-13;21:54:57;32.0584;1.687;5.78288;0.138554306722689;1;NaN;9;NaN;9;NaN;9;0.16;1;7.505;1;0.888;1;6.7;1;0;8.45;1.12
NED2013022_212;MFD_SETNO212;45.5345;-58.5425;388820;117;28-jul-13;21:54:57;32.7446;2.1206;5.25968;0.0295999663865546;1;32.7328643798828;1;6.2575;1;NaN;9;0.04;1;10.765;1;1.0545;1;11.275;1;0;10.21;0.95
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388827;4;29-jul-13;00:50:53;30.0329;17.8564;4.78848;0.734146430672269;1;NaN;9;5.869;7;NaN;9;0;1;0;1;0.15;1;0.445;1;256;0.00;0.00
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388826;25;29-jul-13;00:50:53;31.2734;4.5964;6.50492;0.698334409663866;1;NaN;9;NaN;9;NaN;9;0.05;1;0.22;1;0.451;1;0.545;1;0;0.49;0.40
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388825;49;29-jul-13;00:50:53;31.8483;1.6151;6.09612;0.447650262605042;1;NaN;9;NaN;9;NaN;9;0.205;1;5.835;1;0.8475;1;5.045;1;0;6.88;1.16
NED2013022_213;MFD_SETNO213;45.483;-58.9817;388824;108;29-jul-13;00:50:53;32.701;2.2017;5.07839;0.0258999705882353;1;32.6038131713867;7;6.1955;7;NaN;9;0.05;1;10.155;1;1.0585;1;11.19;1;256;9.59;0.91
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388831;5;29-jul-13;04:33:11;30.0903;18.0776;4.78372;0.787864462184874;1;NaN;9;5.774;1;NaN;9;0;1;0.67;1;0.1805;1;0.435;1;0;3.71;1.54
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388830;25;29-jul-13;04:33:11;31.3414;6.3103;6.6247;0.805770472689076;1;NaN;9;NaN;9;NaN;9;0;1;0.805;1;0.379;1;0.17;1;0;2.12;4.74
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388829;51;29-jul-13;04:33:11;32.0903;1.3664;6.35756;0.859488504201681;1;NaN;9;NaN;9;NaN;9;0.275;1;5.87;1;0.8285;1;3.015;1;0;7.09;1.95
NED2013022_214;MFD_SETNO214;45.6718;-59.0592;388828;225;29-jul-13;04:33:11;33.65;3.8224;3.88096;0.0184999789915966;1;33.6498832702637;1;4.6845;1;NaN;9;0.08;1;16.22;1;1.3265;1;18.255;1;0;12.23;0.89
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388835;5;29-jul-13;07:05:29;30.0105;17.9658;4.81781;0.716240420168068;1;NaN;9;5.791;1;NaN;9;0;1;0.81;1;0.175;1;0.525;1;0;4.63;1.54
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388834;25;29-jul-13;07:05:29;31.1508;5.599;6.58104;0.590898346638656;1;NaN;9;NaN;9;NaN;9;0.06;1;0.94;1;0.4325;1;0.35;1;0;2.17;2.69
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388833;50;29-jul-13;07:05:29;31.7747;1.6239;6.26244;0.426747264705882;1;NaN;9;NaN;9;NaN;9;0.25;1;5.895;1;0.8265;1;4.88;1;0;7.13;1.21
NED2013022_215;MFD_SETNO215;45.4767;-59.337;388832;82;29-jul-13;07:05:29;32.3345;1.6887;5.66512;0.0573499348739496;1;32.345085144043;1;6.6745;7;NaN;9;0.08;1;9.525;1;0.964;1;8.215;1;256;9.88;1.16
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388839;5;29-jul-13;11:06:30;29.9164;17.3326;4.88086;0.931112546218487;1;NaN;9;6.06;7;NaN;9;0.055;1;0.05;1;0.21;1;0.045;1;256;0.24;1.11
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388838;26;29-jul-13;11:06:30;31.0309;5.4362;6.84765;1.55782291386555;1;NaN;9;NaN;9;NaN;9;0.055;1;0.4;1;0.4535;1;0.04;1;0;0.88;10.00
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388837;51;29-jul-13;11:06:30;31.8437;2.0315;6.12362;0.149638651260504;1;NaN;9;NaN;9;NaN;9;0.22;1;4.955;1;0.8445;1;5.085;1;0;5.87;0.97
NED2013022_216;MFD_SETNO216;45.5105;-60.166;388836;169;29-jul-13;11:06:30;33.1216;2.57;4.53959;0.033299962184874;1;33.1382331848145;1;5.3975;1;NaN;9;0.075;1;13.565;1;1.2635;1;17.385;1;0;10.74;0.78
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388843;6;29-jul-13;13:08:59;29.9146;17.2452;4.92695;1.14598467226891;1;NaN;9;5.975;7;NaN;9;0.05;1;0.28;1;0.174;1;0.255;1;256;1.61;1.10
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388842;25;29-jul-13;13:08:59;31.1559;7.6823;6.33475;0.895300525210084;1;NaN;9;NaN;9;NaN;9;0.04;1;0.065;1;0.3555;1;0;1;0;0.18;NaN
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388841;50;29-jul-13;13:08:59;32.0587;1.3275;6.34853;0.555086325630252;1;NaN;9;NaN;9;NaN;9;0.25;1;5.435;1;0.8255;1;4.415;1;0;6.58;1.23
NED2013022_217;MFD_SETNO217;45.6255;-59.9963;388840;169;29-jul-13;13:08:59;33.0225;2.3396;4.93182;0.0554999369747899;1;33.035717010498;1;5.907;1;NaN;9;0.06;1;11.715;1;1.1345;1;13.655;1;0;10.33;0.86
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388847;6;29-jul-13;16:01:06;29.2708;18.4561;4.72243;0.931112546218487;1;NaN;9;5.738;7;NaN;9;0.05;1;0.22;1;0.108;1;0.47;1;256;2.04;0.47
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388846;25;29-jul-13;16:01:06;31.0797;5.1501;5.94107;1.0385486092437;1;NaN;9;NaN;9;NaN;9;0.095;1;1.315;1;0.6175;1;1.925;1;0;2.13;0.68
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388845;51;29-jul-13;16:01:06;31.541;2.3999;6.20479;0.266024268907563;1;NaN;9;NaN;9;NaN;9;0.165;1;3.345;1;0.7935;1;3.72;1;0;4.22;0.90
NED2013022_218;MFD_SETNO218;45.8377;-59.6692;388844;81;29-jul-13;16:01:06;32.0244;1.5288;6.22959;0.282650785714286;1;32.0279197692871;1;7.9155;7;NaN;9;0.195;1;4.925;1;0.8255;1;5.1;1;256;5.97;0.97
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388850;5;29-jul-13;18:18:13;29.3171;18.5158;4.82383;1.73688301890756;1;NaN;9;5.847;7;NaN;9;0;1;0.34;1;0.114;1;0.395;1;256;2.98;0.86
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388849;26;29-jul-13;18:18:13;30.4147;13.9671;5.17767;0.895300525210084;1;NaN;9;NaN;9;NaN;9;0.055;1;0.475;1;0.3135;1;0.935;1;0;1.52;0.51
NED2013022_219;MFD_SETNO219;45.8887;-59.9232;388848;55;29-jul-13;18:18:13;31.3329;3.984;5.93655;0.155180823529412;1;31.2545604705811;1;6.59;1;NaN;9;0.16;1;2.68;1;0.698;1;4.1;1;0;3.84;0.65
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388854;5;29-jul-13;22:32:07;29.3426;18.2652;4.77426;0.949018556722689;1;NaN;9;5.807;7;NaN;9;0;1;0.395;1;0.1085;1;0.52;1;256;3.64;0.76
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388853;25;29-jul-13;22:32:07;31.4268;5.3767;6.60873;1.77269503991597;1;NaN;9;NaN;9;NaN;9;0;1;0.3;1;0.407;1;0;1;0;0.74;NaN
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388852;51;29-jul-13;22:32:07;32.1043;1.755;6.3268;0.47662681512605;1;NaN;9;NaN;9;NaN;9;0.195;1;4.86;1;0.7335;1;3.91;1;0;6.63;1.24
NED2013022_220;MFD_SETNO220;45.9082;-59.0413;388851;124;29-jul-13;22:32:07;33.2006;2.8044;4.71838;0.0258999705882353;1;33.2078857421875;1;5.6595;1;NaN;9;0.065;1;12.71;1;1.1465;1;13.885;1;0;11.09;0.92
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388858;4;30-jul-13;00:33:35;29.267;18.4905;4.76272;1.0922666407563;1;NaN;9;5.765;7;NaN;9;0;1;0;1;0.107;1;0.96;1;256;0.00;0.00
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388857;26;30-jul-13;00:33:35;31.095;8.7109;5.91317;0.716240420168067;1;NaN;9;NaN;9;NaN;9;0;1;0.28;1;0.323;1;0.34;1;0;0.87;0.82
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388856;51;30-jul-13;00:33:35;31.5012;1.6685;6.16476;0.216144718487395;1;NaN;9;NaN;9;NaN;9;0.185;1;3.865;1;0.8435;1;4.24;1;0;4.58;0.91
NED2013022_221;MFD_SETNO221;46.0802;-59.1123;388855;83;30-jul-13;00:33:35;32.2752;1.5063;6.08963;0.110843445378151;1;32.3123970031738;1;7.174;7;NaN;9;0.19;1;6.825;1;0.813;1;6.71;1;256;8.39;1.02
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388862;5;30-jul-13;04:09:20;29.4993;18.1453;4.77387;0.859488504201681;1;NaN;9;5.765;1;NaN;9;0;1;0.38;1;0.1255;1;0.505;1;0;3.03;0.75
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388861;26;30-jul-13;04:09:20;31.1897;4.1237;6.37697;0.43228943697479;1;NaN;9;NaN;9;NaN;9;0.065;1;1.1;1;0.593;1;1.48;1;0;1.85;0.74
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388860;52;30-jul-13;04:09:20;32.0578;1.467;6.29751;0.823676483193278;1;NaN;9;NaN;9;NaN;9;0.285;1;5.15;1;0.831;1;3.375;1;0;6.20;1.53
NED2013022_222;MFD_SETNO222;46.1053;-58.564;388859;314;30-jul-13;04:09:20;34.8086;5.882;2.72441;0.0203499768907563;1;34.8432197570801;1;3.335;1;NaN;9;0.06;1;26.295;1;1.832;1;29.825;1;0;14.35;0.88
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388866;6;30-jul-13;07:09:45;29.4989;17.953;4.73448;0.680428399159664;1;NaN;9;5.782;7;NaN;9;0;1;0.51;1;0.153;1;0.14;1;256;3.33;3.64
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388865;24;30-jul-13;07:09:45;31.0344;2.7913;6.14927;0.460000298319328;1;NaN;9;NaN;9;NaN;9;0.125;1;2.395;1;0.765;1;3.37;1;0;3.13;0.71
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388864;51;30-jul-13;07:09:45;32.1866;2.0953;6.36641;0.443373781512605;1;NaN;9;NaN;9;NaN;9;0.24;1;2.885;1;0.7235;1;1.275;1;0;3.99;2.26
NED2013022_223;MFD_SETNO223;46.2628;-58.9482;388863;219;30-jul-13;07:09:45;34.4146;5.5689;2.99411;0.00924998949579832;1;34.4595527648926;1;3.6605;1;NaN;9;0.06;1;21.325;1;1.6645;1;22.675;1;0;12.81;0.94
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388870;6;30-jul-13;09:47:58;29.3529;17.88;4.72091;0.787864462184874;1;NaN;9;5.728;7;NaN;9;0;1;0.46;1;0.119;1;0.365;1;256;3.87;1.26
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388869;25;30-jul-13;09:47:58;31.2673;5.1337;5.91777;0.680428399159664;1;NaN;9;NaN;9;NaN;9;0.09;1;2.33;1;0.6635;1;2.63;1;0;3.51;0.89
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388868;52;30-jul-13;09:47:58;32.0702;1.5391;6.32537;0.64461637815126;1;NaN;9;NaN;9;NaN;9;0.265;1;4.29;1;0.7785;1;2.845;1;0;5.51;1.51
NED2013022_224;MFD_SETNO224;46.2133;-58.9802;388867;146;30-jul-13;09:47:58;33.393;3.1792;4.32054;0.0406999537815126;1;33.464916229248;1;5.153;1;NaN;9;0.075;1;14.66;1;1.2885;1;16.78;1;0;11.38;0.87
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388875;4;30-jul-13;12:42:59;29.03;18.1096;4.7419;0.716240420168067;1;NaN;9;5.704;1;NaN;9;0;1;0.435;1;0.163;1;0.32;1;0;2.67;1.36
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388874;26;30-jul-13;12:42:59;30.9673;4.1683;5.87447;0.254939924369748;1;NaN;9;NaN;9;NaN;9;0.135;1;2.935;1;0.7945;1;3.915;1;0;3.69;0.75
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388873;51;30-jul-13;12:42:59;31.8332;1.7207;6.11542;0.238313407563025;1;NaN;9;NaN;9;NaN;9;0.18;1;4.505;1;0.829;1;3.06;1;0;5.43;1.47
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388872;310;30-jul-13;12:42:59;34.6566;5.9393;2.59767;0.00924998949579832;1;34.8245582580566;7;3.269;1;NaN;9;0.1;1;22.19;1;1.7925;2;27.895;1;2304;12.38;0.80
NED2013022_225;MFD_SETNO225;46.4932;-59.1825;388871;NaN;30-jul-13;12:42:59;NaN;NaN;NaN;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388879;6;30-jul-13;14:53:26;29.1365;18.4026;4.78335;1.21760871428571;1;NaN;9;5.748;1;NaN;9;0;1;0.255;1;0.09;1;0.62;1;0;2.83;0.41
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388878;25;30-jul-13;14:53:26;29.8293;14.43;5.02625;0.680428399159664;1;NaN;9;NaN;9;NaN;9;0;1;0.165;1;0.3105;1;1.155;1;0;0.53;0.14
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388877;51;30-jul-13;14:53:26;31.5994;2.8349;6.19552;0.338072508403361;1;NaN;9;NaN;9;NaN;9;0.135;1;2.71;1;0.751;1;1.96;1;0;3.61;1.38
NED2013022_226;MFD_SETNO226;46.3673;-59.3562;388876;128;30-jul-13;14:53:26;33.1789;2.6946;4.67274;0.0499499432773109;1;33.1910057067871;1;5.6175;1;NaN;9;0.13;1;13.335;1;1.2175;1;15.19;1;0;10.95;0.88
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388882;6;30-jul-13;18:24:39;29.3649;17.8945;4.80619;1.46829286134454;1;NaN;9;5.809;7;NaN;9;0;1;0.28;1;0.1295;1;0.785;1;256;2.16;0.36
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388881;25;30-jul-13;18:24:39;30.6716;5.6723;5.8526;0.221686890756303;1;NaN;9;NaN;9;NaN;9;0.085;1;0.975;1;0.557;1;2.535;1;0;1.75;0.38
NED2013022_227;MFD_SETNO227;46.327;-59.8853;388880;53;30-jul-13;18:24:39;31.6346;1.9799;6.20032;0.0795499096638656;1;31.2646636962891;7;7.2725;7;NaN;9;0.135;1;2.615;1;0.7565;1;4.965;1;256;3.46;0.53
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388886;4;30-jul-13;21:40:37;29.1998;19.1256;4.73336;0.805770472689076;1;NaN;9;5.706;1;NaN;9;0.04;1;0.23;1;0.114;1;0.77;1;0;2.02;0.30
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388885;25;30-jul-13;21:40:37;30.2347;11.3512;5.32786;0.572992336134454;1;NaN;9;NaN;9;NaN;9;0.04;1;0.21;1;0.3505;1;1.375;1;0;0.60;0.15
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388884;51;30-jul-13;21:40:37;31.2414;0.9299;6.10405;0.142449838235294;1;NaN;9;NaN;9;NaN;9;0.185;1;3.65;1;0.835;1;5.125;1;0;4.37;0.71
NED2013022_228;MFD_SETNO228;46.6692;-60.1395;388883;129;30-jul-13;21:40:37;33.5197;3.4969;4.03308;0.0517999411764706;1;33.543399810791;1;4.8825;1;NaN;9;0.085;1;14.14;1;1.231;1;17.07;1;0;11.49;0.83
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388890;5;30-jul-13;23:35:30;29.2217;18.5049;4.70387;1.1101726512605;1;NaN;9;5.754;7;NaN;9;0;1;0.145;1;0.1275;1;0.725;1;256;1.14;0.20
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388889;25;30-jul-13;23:35:30;30.4423;13.6657;5.00238;0.271566441176471;1;NaN;9;NaN;9;NaN;9;0.04;1;0.485;1;0.3605;1;1.315;1;0;1.35;0.37
NED2013022_229;MFD_SETNO229;46.6785;-59.9577;388888;50;30-jul-13;23:35:30;31.2237;3.2796;6.00798;0.129499852941176;1;NaN;9;NaN;9;NaN;9;0.225;1;3.355;1;0.737;1;4.565;1;0;4.55;0.73
