CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(ml/l)
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388623;52;21-jul-13;13:03:41;32.2864;3.1312;5.87251;0.509879848739496;4.15;0.7565;3.53;NaN;0.13;NaN;NaN
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388624;25;21-jul-13;13:03:41;31.5033;6.6647;6.61888;1.1101726512605;0.905;0.4;0.4;NaN;0.055;NaN;NaN
NED2013022_160;MFD_SETNO160;44.451;-59.9752;388625;6;21-jul-13;13:03:41;30.9031;16.8489;4.89214;0.45445812605042;0.345;0.2005;0.225;NaN;0.025;5.875;NaN
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388626;39;21-jul-13;16:39:11;32.2325;4.77;5.43227;0.572992336134454;5.75;0.716;2.995;32.1700401306152;0.145;6.438;NaN
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388627;26;21-jul-13;16:39:11;31.5951;11.7485;5.47894;1.16389068277311;0.755;0.32;0.555;NaN;0.1;NaN;NaN
NED2013022_161;MFD_SETNO161;44.0247;-59.9842;388628;5;21-jul-13;16:39:11;31.2081;16.5773;4.99762;0.698334409663866;0.21;0.2065;0.43;NaN;0;5.843;NaN
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388629;50;21-jul-13;19:10:39;32.6815;3.3414;5.31443;0.144096478991597;8.105;0.9045;8.86;32.6975860595703;0.17;6.2695;NaN
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388630;25;21-jul-13;19:10:39;32.1908;5.3842;5.59399;0.680428399159664;4.395;0.6545;4.23;NaN;0.14;NaN;NaN
NED2013022_162;MFD_SETNO162;44.0808;-60.4295;388631;5;21-jul-13;19:10:39;31.2493;16.4439;4.98137;0.45445812605042;0;0.201;0.535;NaN;0;5.961;NaN
NED2013022_163;MFD_SETNO163;44.1988;-60.7935;388632;26;21-jul-13;21:27:11;31.8486;5.3086;6.18792;0.680428399159664;1.66;0.4995;1.59;31.8464508056641;0.08;7.295;NaN
NED2013022_163;MFD_SETNO163;44.1988;-60.7935;388633;5;21-jul-13;21:27:11;30.9353;16.5338;4.92947;0.471084642857143;0.325;0.2235;0.635;NaN;0;6.249;NaN
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388634;88;21-jul-13;23:31:39;32.5999;2.5309;5.27714;0.0425499516806723;9.525;1.0135;10.41;32.6168403625488;0.07;6.227;NaN
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388635;49;21-jul-13;23:31:39;32.1389;2.4235;5.82992;0.387952058823529;4.955;0.8285;5.97;NaN;0.195;NaN;NaN
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388636;25;21-jul-13;23:31:39;31.6687;4.2851;6.44667;0.984830577731093;1.16;0.4165;0.895;NaN;0.055;NaN;NaN
NED2013022_164;MFD_SETNO164;44.27;-60.5575;388637;4;21-jul-13;23:31:39;31.0884;16.2484;4.97742;0.282650785714286;0.455;0.234;0.255;NaN;0.05;6.038;NaN
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388638;35;22-jul-13;01:19:18;31.8619;5.4227;5.85041;0.698334409663866;3.03;0.574;2.58;31.8749523162842;0.1;6.9195;NaN
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388639;24;22-jul-13;01:19:18;31.8396;5.6757;5.8523;0.823676483193277;2.81;0.563;1.925;NaN;0.09;NaN;NaN
NED2013022_165;MFD_SETNO165;44.4275;-60.5083;388640;4;22-jul-13;01:19:18;31.069;16.4235;4.80156;0.570843743697479;0.485;0.259;0.205;NaN;0;6.216;NaN
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388641;151;22-jul-13;03:22:50;32.8877;3.2336;5.03573;0.0443999495798319;10.76;1.038;10.63;32.8934020996094;0.055;5.961;NaN
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388642;51;22-jul-13;03:22:50;32.0388;2.1933;5.97816;0.343614680672269;4.83;0.841;5.61;NaN;0.195;NaN;NaN
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388643;25;22-jul-13;03:22:50;31.2622;8.5995;6.25074;0.931112546218488;0.825;0.36;0.21;NaN;0;NaN;NaN
NED2013022_166;MFD_SETNO166;44.3295;-60.771;388644;6;22-jul-13;03:22:50;31.0593;17.7188;4.77438;0.43228943697479;0;0.1945;0.095;NaN;0;5.736;NaN
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388645;42;22-jul-13;05:22:06;31.9269;4.9124;5.83616;0.734146430672269;3.53;0.6275;2.72;31.944299697876;0.13;6.8705;NaN
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388646;25;22-jul-13;05:22:06;31.861;5.261;5.82731;0.931112546218488;2.925;0.596;1.96;NaN;0.095;NaN;NaN
NED2013022_167;MFD_SETNO167;44.4895;-60.5862;388647;5;22-jul-13;05:22:06;31.0766;16.5642;4.92589;0.266024268907563;0;0.221;0;NaN;0;5.903;NaN
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388648;45;22-jul-13;07:18:51;31.7659;6.6955;5.9101;1.36085679831933;1.77;0.4535;0.62;31.7415313720703;0.055;6.899;NaN
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388649;25;22-jul-13;07:18:51;31.6544;8.113;5.90806;1.30713876680672;1.06;0.4;0.255;NaN;0;NaN;NaN
NED2013022_168;MFD_SETNO168;44.6397;-60.4517;388650;6;22-jul-13;07:18:51;30.8172;17.5164;4.80346;0.24939775210084;0;0.1905;0.25;NaN;0;5.762;NaN
NED2013022_17;MFD_SETNO17;42.619;-65.3298;383852;93;04-jul-13;15:49:27;32.7907;6.7144;5.33349;0.155180823529412;5.22;0.686;6.31;32.8052024841309;0.195;NaN;6.0465
NED2013022_17;MFD_SETNO17;42.619;-65.3298;383853;50;04-jul-13;15:49:27;32.7698;6.6751;5.35038;0.171807340336134;5.17;0.6775;6.305;NaN;0.195;NaN;NaN
NED2013022_17;MFD_SETNO17;42.619;-65.3298;383854;25;04-jul-13;15:49:27;32.6097;7.1357;5.41657;0.493253331932773;4.835;0.6295;5.295;NaN;0.21;NaN;NaN
NED2013022_17;MFD_SETNO17;42.619;-65.3298;383855;5;04-jul-13;15:49:27;32.2901;10.5763;5.93607;2.65030487394958;3.51;0.3445;0;NaN;0.055;NaN;6.7695
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388651;33;22-jul-13;09:01:51;31.6647;8.0441;5.87626;1.0385486092437;1.07;0.3945;0.42;31.6785068511963;0;6.9285;NaN
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388652;25;22-jul-13;09:01:51;31.6628;8.0785;5.86823;1.14598467226891;1.195;0.3905;0.6;NaN;0;NaN;NaN
NED2013022_170;MFD_SETNO170;44.6425;-60.518;388653;5;22-jul-13;09:01:51;30.9047;17.6092;4.78828;0.277108613445378;0;0.199;0.455;NaN;0;5.787;NaN
NED2013022_171;MFD_SETNO171;44.517;-60.904;388654;82;22-jul-13;12:52:25;32.3682;2.3228;5.43865;0.0610499306722689;8.53;0.9645;9.66;32.3846855163574;0.095;6.421;NaN
NED2013022_171;MFD_SETNO171;44.517;-60.904;388655;50;22-jul-13;12:52:25;32.0835;2.2862;5.83436;0.326988163865546;6.075;0.8915;7.445;NaN;0.16;NaN;NaN
NED2013022_171;MFD_SETNO171;44.517;-60.904;388656;25;22-jul-13;12:52:25;31.6651;5.7203;6.1986;1.00273658823529;1.665;0.528;1.42;NaN;0.085;NaN;NaN
NED2013022_171;MFD_SETNO171;44.517;-60.904;388657;5;22-jul-13;12:52:25;30.9616;18.0081;4.73215;0.310361647058824;0;0.2005;0.48;NaN;0;5.847;NaN
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388658;86;22-jul-13;17:31:14;33.2719;5.4562;4.19504;0.0462499474789916;12.84;1.145;12.9;33.2846221923828;0.115;4.9915;NaN
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388659;51;22-jul-13;17:31:14;32.2716;3.2289;5.82199;0.448915953781513;3.3;0.7395;4.74;NaN;0.215;NaN;NaN
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388660;25;22-jul-13;17:31:14;32.056;7.0259;6.08156;0.626710367647059;0.34;0.252;1.205;NaN;0.05;NaN;NaN
NED2013022_172;MFD_SETNO172;44.3307;-61.1862;388661;6;22-jul-13;17:31:14;30.811;18.3635;4.69384;0.210602546218487;0.22;0.1465;1.305;NaN;0.045;5.644;NaN
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388662;179;22-jul-13;21:53:53;34.9164;10.3448;2.4755;0.016649981092437;17.6;1.2465;19.365;34.9248008728027;0.08;3.0635;NaN
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388663;50;22-jul-13;21:53:53;32.2608;3.2055;5.77341;0.149638651260504;5.07;0.7515;6.825;NaN;0.195;NaN;NaN
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388664;25;22-jul-13;21:53:53;31.9399;6.739;6.21492;0.966924567226891;0.55;0.3265;1;NaN;0.06;NaN;NaN
NED2013022_173;MFD_SETNO173;44.2925;-62.0133;388665;5;22-jul-13;21:53:53;30.9023;18.2191;4.76048;0.254939924369748;0;0.141;0.75;NaN;0.04;5.849;NaN
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388666;132;23-jul-13;00:20:48;34.5385;9.3755;3.10391;0.022199974789916;13.725;1.1215;16.58;34.5383453369141;0.08;3.7575;NaN
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388667;50;23-jul-13;00:20:48;32.3948;2.9093;5.5022;0.210602546218487;5.53;0.781;7.81;NaN;0.16;NaN;NaN
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388668;24;23-jul-13;00:20:48;31.8551;7.5146;6.24612;0.404578575630252;0.295;0.2955;0.65;NaN;0.06;NaN;NaN
NED2013022_174;MFD_SETNO174;44.2022;-62.3745;388669;5;23-jul-13;00:20:48;30.6949;18.6532;4.7137;0.166265168067227;0;0.144;0.435;NaN;0.04;5.739;NaN
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388670;246;23-jul-13;02:33:50;35.0792;9.818;2.36953;0.0240499726890756;18.16;1.432;21.38;35.0873374938965;0.055;2.925;NaN
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388671;51;23-jul-13;02:33:50;32.4192;3.1677;5.6461;0.24939775210084;4.675;0.75;6.185;NaN;0.22;NaN;NaN
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388672;25;23-jul-13;02:33:50;32.0663;8.5743;6.34199;0.734146430672269;0.52;0.3015;0.685;NaN;0.055;NaN;NaN
NED2013022_175;MFD_SETNO175;44.1022;-62.8395;388673;5;23-jul-13;02:33:50;30.4434;18.9524;4.70804;0.22722906302521;0;0.1535;0.73;NaN;0.06;5.886;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388674;149;23-jul-13;05:26:02;34.0766;8.106;3.523;0.011099987394958;12.705;1.115;14.01;33.9570159912109;0.085;4.436;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388675;101;23-jul-13;05:26:02;33.0977;5.1601;4.83642;0.0628999285714286;7.45;0.867;10.47;NaN;0.065;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388676;75;23-jul-13;05:26:02;32.445;2.6772;5.37702;0.0517999411764706;8;0.939;10;NaN;0.05;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388677;50;23-jul-13;05:26:02;32.0937;2.0678;5.90121;0.22722906302521;4.925;0.809;6.945;NaN;0.18;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388678;41;23-jul-13;05:26:02;31.9817;2.1601;6.11117;0.293735130252101;4.73;0.792;6.005;32.0530433654785;0.205;7.032;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388679;31;23-jul-13;05:26:02;31.8274;3.4412;6.15188;0.399036403361345;3.6;0.6525;3.855;NaN;0.185;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388680;20;23-jul-13;05:26:02;31.3481;10.8086;6.11704;0.526506365546218;0.365;0.251;0.665;NaN;0.04;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388681;10;23-jul-13;05:26:02;30.5067;17.6904;4.8394;0.221686890756303;0.44;0.1355;0.715;NaN;0.04;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388682;5;23-jul-13;05:26:02;30.4614;18.5451;4.7265;0.199518201680672;0;0.134;0.59;NaN;0.04;NaN;NaN
NED2013022_176;MFD_SETNO176;44.2728;-63.3187;388683;2;23-jul-13;05:26:02;30.444;18.711;4.73337;0.199518201680672;0;0.1235;0.485;30.4478740692139;0.04;5.6715;NaN
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388684;169;25-jul-13;00:51:31;34.8898;10.0283;2.62089;0.027749968487395;14.92;1.252;17.08;34.8516502380371;0.125;3.2415;NaN
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388685;52;25-jul-13;00:51:31;32.1509;2.5767;5.89559;0.315903819327731;4.225;0.722;5.565;NaN;0.18;NaN;NaN
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388686;25;25-jul-13;00:51:31;31.8266;5.7952;6.3114;1.21760871428571;0.46;0.3055;0.86;NaN;0.045;NaN;NaN
NED2013022_177;MFD_SETNO177;44.3477;-62.7905;388687;6;25-jul-13;00:51:31;30.5202;14.0032;5.37764;0.509879848739496;0.21;0.1815;0.68;NaN;0.06;6.696;NaN
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388688;152;25-jul-13;02:49:10;34.8266;10.0155;2.1855;0.0314499642857143;21.74;1.4885;19.17;34.8611145019531;0.07;2.7045;NaN
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388689;50;25-jul-13;02:49:10;32.1874;2.8227;5.83851;0.238313407563025;4.46;0.7365;5.955;NaN;0.2;NaN;NaN
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388690;25;25-jul-13;02:49:10;31.8543;6.658;6.30751;1.0922666407563;0.53;0.2855;0.37;NaN;0.035;NaN;NaN
NED2013022_178;MFD_SETNO178;44.4133;-62.6573;388691;5;25-jul-13;02:49:10;30.3445;15.2602;5.24488;0.716240420168067;0;0.135;0.295;NaN;0.05;6.233;NaN
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388692;181;25-jul-13;06:39:22;35.0024;10.3653;2.3797;0.0295999663865546;19.395;1.5305;20.275;35.0588111877441;0.105;2.9065;NaN
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388693;50;25-jul-13;06:39:22;32.0841;3.0318;5.87327;0.354699025210084;3.775;0.765;4.585;NaN;0.2;NaN;NaN
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388694;26;25-jul-13;06:39:22;31.9462;6.8613;5.86331;1.0743606302521;0.675;0.4165;0.38;NaN;0.06;NaN;NaN
NED2013022_179;MFD_SETNO179;44.543;-62.0078;388695;5;25-jul-13;06:39:22;30.4189;17.9616;4.72077;0.399036403361345;0;0.1945;0.305;NaN;0.06;5.666;NaN
NED2013022_18;MFD_SETNO18;42.5082;-65.108;383856;111;04-jul-13;18:13:41;33.7253;7.5029;4.74794;0.0591999327731092;6.395;0.83;9.925;33.7370414733887;0.09;NaN;5.403
NED2013022_18;MFD_SETNO18;42.5082;-65.108;383857;51;04-jul-13;18:13:41;32.6391;5.1531;5.44113;0.0980498886554621;5.92;0.787;7.56;NaN;0.12;NaN;NaN
NED2013022_18;MFD_SETNO18;42.5082;-65.108;383858;25;04-jul-13;18:13:41;31.7601;5.6909;6.38488;0.823676483193277;2.155;0.488;0.5;NaN;0.105;NaN;NaN
NED2013022_18;MFD_SETNO18;42.5082;-65.108;383859;5;04-jul-13;18:13:41;31.8379;11.779;5.69456;0.913206535714286;2.325;0.405;0;NaN;0.035;NaN;6.472
NED2013022_180;MFD_SETNO180;44.609;-61.332;388696;110;25-jul-13;10:39:18;33.7711;7.0729;3.43593;0.0554999369747899;16.595;1.3405;15.145;33.7716789245605;0.13;4.1305;NaN
NED2013022_180;MFD_SETNO180;44.609;-61.332;388697;52;25-jul-13;10:39:18;32.5134;2.8336;5.38629;0.0906498970588236;7.47;0.8865;8.875;NaN;0.135;NaN;NaN
NED2013022_180;MFD_SETNO180;44.609;-61.332;388698;26;25-jul-13;10:39:18;31.8897;7.2877;6.22267;0.752052441176471;0.365;0.3385;0.465;NaN;0.065;NaN;NaN
NED2013022_180;MFD_SETNO180;44.609;-61.332;388699;6;25-jul-13;10:39:18;30.9469;18.6485;4.58121;0.338072508403361;0;0.161;0.14;NaN;0.045;5.501;NaN
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388700;273;25-jul-13;13:48:25;32.7352;2.3806;4.87061;0.027749968487395;15.26;1.176;11.995;32.7439994812012;0.075;5.551;NaN
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388701;50;25-jul-13;13:48:25;32.1433;2.7268;5.74124;0.118399865546219;5.53;0.815;6.63;NaN;0.185;NaN;NaN
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388702;26;25-jul-13;13:48:25;31.3587;6.173;6.43176;1.14598467226891;0.55;0.401;0.25;NaN;0.05;NaN;NaN
NED2013022_181;MFD_SETNO181;44.7822;-60.8993;388703;6;25-jul-13;13:48:25;30.0906;17.8929;4.77106;0.421205092436975;0;0.1985;0.275;NaN;0.045;5.697;NaN
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388704;190;25-jul-13;17:12:48;32.6339;2.499;5.12649;0.0314499642857143;10.995;1.0535;11.15;32.650951385498;0.06;6.082;NaN
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388705;51;25-jul-13;17:12:48;31.6981;1.9469;6.21258;0.177349512605042;5.375;0.798;5.31;NaN;0.3;NaN;NaN
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388706;26;25-jul-13;17:12:48;31.0831;5.0543;6.57431;0.752052441176471;0.36;0.4065;0.57;NaN;0.07;NaN;NaN
NED2013022_182;MFD_SETNO182;44.9243;-60.463;388707;5;25-jul-13;17:12:48;30.2204;17.5094;4.82994;0.515422021008403;0.355;0.1865;0.27;NaN;0.05;5.816;NaN
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388708;79;25-jul-13;19:42:25;32.1866;1.5529;5.96177;0.0869499012605042;7.365;0.896;7.79;32.2015495300293;0.195;6.962;NaN
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388709;51;25-jul-13;19:42:25;31.7421;2.0567;6.436;0.515422021008404;3.565;0.734;3.665;NaN;0.2;NaN;NaN
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388710;26;25-jul-13;19:42:25;31.0179;7.2107;6.04093;0.931112546218488;1.16;0.424;0.785;NaN;0.07;NaN;NaN
NED2013022_183;MFD_SETNO183;45.158;-60.2397;388711;6;25-jul-13;19:42:25;30.0474;17.4447;4.90782;0.823676483193277;0.2;0.1805;0.42;NaN;0.045;5.968;NaN
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388712;133;25-jul-13;22:28:10;33.1102;2.6137;4.55567;0.033299962184874;16.82;1.2335;13.97;33.1225471496582;0.09;5.4045;NaN
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388713;52;25-jul-13;22:28:10;31.8576;1.5989;6.18462;0.118399865546219;5.35;0.8975;5.665;NaN;0.25;NaN;NaN
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388714;26;25-jul-13;22:28:10;31.3231;3.8933;6.33956;0.841582493697479;0.705;0.4115;0.23;NaN;0.05;NaN;NaN
NED2013022_184;MFD_SETNO184;45.2945;-59.8177;388715;5;25-jul-13;22:28:10;29.9453;17.5458;4.82447;0.859488504201681;0.345;0.2045;0.37;NaN;0.05;5.872;NaN
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388716;100;26-jul-13;01:06:29;32.1663;1.7651;5.59084;0.0721499180672269;8.9;0.9045;9.3;32.1867408752441;0.18;6.616;NaN
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388717;52;26-jul-13;01:06:29;31.8374;1.9634;6.07076;0.260482096638656;4.09;0.73;5.525;NaN;0.265;NaN;NaN
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388718;25;26-jul-13;01:06:29;31.3965;4.75;6.47048;0.555086325630252;0.96;0.3725;1.105;NaN;0.06;NaN;NaN
NED2013022_185;MFD_SETNO185;45.2473;-59.4978;388719;6;26-jul-13;01:06:29;30.1554;17.6972;4.83138;0.543132882352941;0.485;0.129;0.575;NaN;0.04;5.717;NaN
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388720;97;26-jul-13;03:07:59;32.1862;1.7881;5.54802;0.0462499474789916;9.235;0.9195;8.99;32.1737365722656;0.165;6.552;NaN
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388721;50;26-jul-13;03:07:59;31.8178;1.9923;6.10781;0.293735130252101;4.565;0.774;5.955;NaN;0.27;NaN;NaN
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388722;25;26-jul-13;03:07:59;31.2676;6.428;6.39718;0.64461637815126;0.935;0.3505;0.07;NaN;0.045;NaN;NaN
NED2013022_186;MFD_SETNO186;45.2528;-59.3168;388723;5;26-jul-13;03:07:59;30.3849;17.4758;4.85285;0.47662681512605;0.34;0.1845;0.5;NaN;0.02;5.777;NaN
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388724;84;26-jul-13;06:08:05;32.1975;1.7403;5.73817;0.171807340336135;8.255;0.9045;8.365;32.2119369506836;0.195;6.7255;NaN
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388725;51;26-jul-13;06:08:05;32.0311;1.7549;5.81006;0.310361647058824;7.13;0.894;9.145;NaN;0.21;NaN;NaN
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388726;27;26-jul-13;06:08:05;31.2463;6.8485;6.43685;0.487711159663866;0.415;0.337;1.52;NaN;0.04;NaN;NaN
NED2013022_187;MFD_SETNO187;45.098;-58.9757;388727;5;26-jul-13;06:08:05;30.6018;16.9666;4.85945;0.332530336134454;0.25;0.222;1.585;NaN;0.04;5.813;NaN
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388728;211;26-jul-13;09:45:56;32.9382;2.7626;5.26728;0.033299962184874;10.425;0.962;11.345;32.9426536560059;0.07;6.2125;NaN
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388729;50;26-jul-13;09:45:56;32.0991;2.0078;6.20738;0.216144718487395;3.96;0.78;6.445;NaN;0.2;NaN;NaN
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388730;25;26-jul-13;09:45:56;31.1372;7.7868;6.27697;0.608804357142857;0.37;0.373;1.715;NaN;0.065;NaN;NaN
NED2013022_188;MFD_SETNO188;44.8202;-58.7393;388731;5;26-jul-13;09:45:56;30.5539;17.0998;4.85214;0.354699025210084;0.365;0.2185;1.25;NaN;0.04;5.809;NaN
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388732;65;26-jul-13;13:21:14;32.3193;2.2234;5.55382;0.116385617647059;7.375;0.882;7.16;32.3311767578125;0.145;6.5135;NaN
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388733;50;26-jul-13;13:21:14;32.31;2.2626;5.56267;0.144096478991597;7.33;0.876;7.06;NaN;0.15;NaN;NaN
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388734;25;26-jul-13;13:21:14;31.778;6.6994;6.1853;1.0564546197479;1.725;0.398;0.665;NaN;0;NaN;NaN
NED2013022_189;MFD_SETNO189;44.6995;-58.3925;388735;5;26-jul-13;13:21:14;30.5043;17.6093;4.8276;0.365783369747899;0.41;0.223;0.545;NaN;0;5.776;NaN
NED2013022_19;MFD_SETNO19;42.4303;-65.5287;383860;98;04-jul-13;21:16:12;33.9707;8.6144;4.59161;0.10914987605042;6.505;0.827;10.41;33.9668006896973;0.1;NaN;5.3025
NED2013022_19;MFD_SETNO19;42.4303;-65.5287;383861;50;04-jul-13;21:16:12;32.5044;6.0094;5.62494;0.662522388655462;4.55;0.6745;5.375;NaN;0.16;NaN;NaN
NED2013022_19;MFD_SETNO19;42.4303;-65.5287;383862;26;04-jul-13;21:16:12;31.8497;10.0395;5.81928;1.34295078781513;2.275;0.402;0.485;NaN;0.07;NaN;NaN
NED2013022_19;MFD_SETNO19;42.4303;-65.5287;383863;5;04-jul-13;21:16:12;31.5574;13.1935;5.46551;0.43228943697479;1.56;0.2775;0.425;NaN;0.03;NaN;6.26
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388736;66;26-jul-13;15:07:16;32.2362;2.7511;5.87256;0.22722906302521;5.52;0.7545;4.99;32.246639251709;0.15;6.8845;NaN
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388737;51;26-jul-13;15:07:16;32.2409;2.7457;5.87989;0.18289168487395;5.72;0.7695;5.08;NaN;0.145;NaN;NaN
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388738;26;26-jul-13;15:07:16;31.7579;7.7908;6.01562;1.46829286134454;1.825;0.4075;0.89;NaN;0.045;NaN;NaN
NED2013022_190;MFD_SETNO190;44.6027;-58.2528;388739;5;26-jul-13;15:07:16;30.7005;17.437;4.85258;0.277108613445378;0.33;0.2165;0.63;NaN;0;5.834;NaN
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388740;63;26-jul-13;17:42:54;32.4384;2.4775;6.31827;0.371325542016807;1.955;0.6385;3.655;32.4544143676758;0.155;7.0465;NaN
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388741;50;26-jul-13;17:42:54;32.4419;2.4949;6.27367;0.365783369747899;2.105;0.654;4.045;NaN;0.165;NaN;NaN
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388742;25;26-jul-13;17:42:54;32.0861;5.7991;5.98269;1.23551472478992;1.825;0.468;1.855;NaN;0.11;NaN;NaN
NED2013022_191;MFD_SETNO191;44.3793;-58.307;388743;5;26-jul-13;17:42:54;30.931;17.0914;4.74481;0.321445991596639;0.47;0.211;0.635;NaN;0.04;5.932;NaN
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388744;454;26-jul-13;20:27:01;34.9433;6.073;3.99181;0.0147999831932773;12.49;1.228;20.345;34.9492797851562;0.055;4.785;NaN
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388745;51;26-jul-13;20:27:01;33.3881;5.6857;5.49374;0.199518201680672;2.975;0.544;4.215;NaN;0.18;NaN;NaN
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388746;25;26-jul-13;20:27:01;32.8879;12.4229;6.01598;0.877394514705882;0.665;0.155;0.76;NaN;0.05;NaN;NaN
NED2013022_192;MFD_SETNO192;44.1568;-58.3638;388747;6;26-jul-13;20:27:01;31.0299;16.7878;5.03881;0.288192957983193;0.25;0.2195;0.81;NaN;0.04;5.962;NaN
NED2013022_194;MFD_SETNO194;43.954;-58.7028;388748;220;26-jul-13;23:59:55;35.0564;9.0826;3.12137;0.0184999789915966;10.165;1.234;18.265;35.0647735595703;0.07;3.7875;NaN
