CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(ml/l)
NED2013022_36;MFD_SETNO36;42.2803;-66.1732;383915;25;06-jul-13;08:40:07;32.5066;9.5842;5.52913;1.37876280882353;2.96;0.4715;1.905;NaN;0.21;6.503;NaN
NED2013022_36;MFD_SETNO36;42.2803;-66.1732;383916;5;06-jul-13;08:40:07;32.175;14.6396;5.29954;0.572992336134454;2.13;0.2925;0.8;NaN;0.04;6.273;NaN
NED2013022_37;MFD_SETNO37;42.2247;-66.371;383917;219;06-jul-13;10:49:47;35.0662;8.9648;3.68276;0.0184999789915966;10.985;1.224;18.25;35.0844993591309;0.11;4.3995;NaN
NED2013022_37;MFD_SETNO37;42.2247;-66.371;383918;50;06-jul-13;10:49:47;33.5128;8.7093;4.91765;0.238313407563025;4.08;0.615;6.375;NaN;0.2;NaN;NaN
NED2013022_37;MFD_SETNO37;42.2247;-66.371;383919;25;06-jul-13;10:49:47;32.4882;10.5135;5.4479;2.07205653781513;2.485;0.676;0.615;NaN;0.06;NaN;NaN
NED2013022_37;MFD_SETNO37;42.2247;-66.371;383920;5;06-jul-13;10:49:47;32.2505;15.3885;5.12443;0.415662920168067;2.23;0.268;1.315;NaN;0;6.105;NaN
NED2013022_38;MFD_SETNO38;41.9285;-65.9257;383921;112;06-jul-13;14:21:25;33.6962;8.3618;4.65083;0.0869499012605042;7.165;0.895;11.335;33.709156036377;0.145;5.4465;NaN
NED2013022_38;MFD_SETNO38;41.9285;-65.9257;383922;50;06-jul-13;14:21:25;32.9292;7.9819;5.22793;0.254939924369748;5.315;0.751;8.125;NaN;0.255;NaN;NaN
NED2013022_38;MFD_SETNO38;41.9285;-65.9257;383923;25;06-jul-13;14:21:25;32.5076;11.3131;5.38935;1.63837028571429;3.26;0.4615;2.9;NaN;0.155;NaN;NaN
NED2013022_38;MFD_SETNO38;41.9285;-65.9257;383924;5;06-jul-13;14:21:25;32.2858;15.4023;5.14022;0.437831609243698;2.04;0.2575;0.59;NaN;0.04;NaN;NaN
NED2013022_39;MFD_SETNO39;41.8445;-65.9693;383925;98;06-jul-13;16:40:54;32.9661;9.1159;5.06268;0.315903819327731;4.955;0.682;7.195;32.9813232421875;0.295;7.9215;NaN
NED2013022_39;MFD_SETNO39;41.8445;-65.9693;383926;51;06-jul-13;16:40:54;32.8393;9.5322;5.1123;0.321445991596639;4.465;0.6455;6.46;NaN;0.32;NaN;NaN
NED2013022_39;MFD_SETNO39;41.8445;-65.9693;383927;25;06-jul-13;16:40:54;32.7006;10.1449;5.16686;0.581928088235294;3.75;0.5515;5.47;NaN;0.345;NaN;NaN
NED2013022_39;MFD_SETNO39;41.8445;-65.9693;383928;5;06-jul-13;16:40:54;32.3638;14.8109;5.28038;1.32504477731092;2.235;0.28;1.18;NaN;0.07;6.297;NaN
NED2013022_4;MFD_SETNO4;43.6052;-63.8475;383802;235;03-jul-13;04:37:08;35.0329;10.3707;2.4663;0.033299962184874;17.21;1.3535;18.82;35.0445709228516;0.055;NaN;3.2395
NED2013022_4;MFD_SETNO4;43.6052;-63.8475;383803;101;03-jul-13;04:37:08;33.0008;4.9142;4.90955;0.0295999663865546;8.595;0.9905;10.17;NaN;0.045;NaN;NaN
NED2013022_4;MFD_SETNO4;43.6052;-63.8475;383804;50;03-jul-13;04:37:08;32.1661;3.3988;6.17245;0.590898346638655;2.61;0.6775;3.405;NaN;0.195;NaN;NaN
NED2013022_4;MFD_SETNO4;43.6052;-63.8475;383805;24;03-jul-13;04:37:08;31.7351;5.1888;6.54127;0.752052441176471;0.52;0.3905;0;NaN;0.045;NaN;NaN
NED2013022_4;MFD_SETNO4;43.6052;-63.8475;383806;5;03-jul-13;04:37:08;30.6908;13.9839;5.23239;0.326988163865546;0.445;0.238;0;NaN;0.025;NaN;6.059
NED2013022_41;MFD_SETNO41;41.5262;-66.0155;383929;134;06-jul-13;20:16:24;34.9168;10.6798;4.0221;0.033299962184874;6.68;0.846;11.635;34.8905181884766;0.11;4.85;NaN
NED2013022_41;MFD_SETNO41;41.5262;-66.0155;383930;50;06-jul-13;20:16:24;32.9145;9.3138;5.20392;0.572992336134454;4.46;0.5935;5.42;NaN;0.235;NaN;NaN
NED2013022_41;MFD_SETNO41;41.5262;-66.0155;383931;25;06-jul-13;20:16:24;32.645;12.3324;5.29543;0.931112546218487;2.77;0.257;0;NaN;0.055;NaN;NaN
NED2013022_41;MFD_SETNO41;41.5262;-66.0155;383932;5;06-jul-13;20:16:24;32.268;15.8816;5.1307;0.590898346638655;1.88;0.234;0;NaN;0.04;6.076;NaN
NED2013022_42;MFD_SETNO42;41.392;-66.1492;383933;151;06-jul-13;22:27:52;35.1967;9.6265;3.2163;0.0147999831932773;9.805;1.177;16.915;35.2065773010254;0.105;3.7215;NaN
NED2013022_42;MFD_SETNO42;41.392;-66.1492;383934;51;06-jul-13;22:27:52;33.2911;8.5284;4.94615;0.179449796218487;5.625;0.734;8.57;NaN;0.11;NaN;NaN
NED2013022_42;MFD_SETNO42;41.392;-66.1492;383935;25;06-jul-13;22:27:52;32.619;11.7509;5.40994;1.32504477731092;2.985;0.3485;0.55;NaN;0.105;NaN;NaN
NED2013022_42;MFD_SETNO42;41.392;-66.1492;383936;6;06-jul-13;22:27:52;32.2168;15.6946;5.14623;0.608804357142857;1.995;0.249;1.335;NaN;0.045;6.037;NaN
NED2013022_43;MFD_SETNO43;41.5517;-66.1407;383937;97;07-jul-13;00:34:09;33.6846;9.2907;4.74962;0.138554306722689;5.22;0.7275;10.195;33.6351776123047;0.21;5.5855;NaN
NED2013022_43;MFD_SETNO43;41.5517;-66.1407;383938;51;07-jul-13;00:34:09;32.9321;9.0399;5.13297;0.282650785714286;4.635;0.646;9.335;NaN;0.32;NaN;NaN
NED2013022_43;MFD_SETNO43;41.5517;-66.1407;383939;26;07-jul-13;00:34:09;32.4658;11.4158;5.19825;0.913206535714286;3.72;0.535;6.255;NaN;0.28;NaN;NaN
NED2013022_43;MFD_SETNO43;41.5517;-66.1407;383940;5;07-jul-13;00:34:09;32.3183;15.855;5.16583;0.841582493697479;1.845;0.2245;2.26;NaN;0.04;6.134;NaN
NED2013022_45;MFD_SETNO45;42.1553;-66.6758;383941;108;07-jul-13;07:41:32;34.5625;9.3941;4.09475;0.0240499726890756;8.175;0.931;15.73;34.557071685791;0.09;4.8735;NaN
NED2013022_45;MFD_SETNO45;42.1553;-66.6758;383942;51;07-jul-13;07:41:32;33.1066;6.8269;5.11313;0.16649981092437;5.87;0.844;11.3;NaN;0.08;NaN;NaN
NED2013022_45;MFD_SETNO45;42.1553;-66.6758;383943;26;07-jul-13;07:41:32;32.6839;7.2255;5.41586;0.53718031512605;4.77;0.6925;7.965;NaN;0.16;NaN;NaN
NED2013022_45;MFD_SETNO45;42.1553;-66.6758;383944;5;07-jul-13;07:41:32;32.2436;15.7809;5.1173;0.365783369747899;1.975;0.2085;0;NaN;0;6.089;NaN
NED2013022_46;MFD_SETNO46;42.3328;-66.9627;383945;313;07-jul-13;10:39:18;35.1273;8.9089;3.53494;0.011099987394958;11.535;1.228;19.785;35.1407737731934;0.07;4.242;NaN
NED2013022_46;MFD_SETNO46;42.3328;-66.9627;383946;101;07-jul-13;10:39:18;34.5933;9.9118;4.23477;0.0332999621848739;6.98;0.885;13.335;NaN;0.05;NaN;NaN
NED2013022_46;MFD_SETNO46;42.3328;-66.9627;383947;50;07-jul-13;10:39:18;33.3522;8.9196;4.96861;0.133199848739496;4.675;0.644;7.275;NaN;0.11;NaN;NaN
NED2013022_46;MFD_SETNO46;42.3328;-66.9627;383948;26;07-jul-13;10:39:18;32.5266;11.0621;5.46268;1.52201089285714;2.89;0.3485;0.895;NaN;0.1;6.542;NaN
NED2013022_46;MFD_SETNO46;42.3328;-66.9627;383949;5;07-jul-13;10:39:18;32.2461;15.1829;5.26766;0.626710367647059;2.27;0.219;0;NaN;0;6.253;NaN
NED2013022_47;MFD_SETNO47;42.3185;-67.2132;383950;290;07-jul-13;13:34:19;35.1661;9.2714;3.46063;0.00924998949579832;11.285;1.163;19.1;35.172779083252;0.065;4.1705;NaN
NED2013022_47;MFD_SETNO47;42.3185;-67.2132;383951;51;07-jul-13;13:34:19;32.8162;7.0675;5.19562;0.116549867647059;5.765;0.762;8.97;NaN;0.07;NaN;NaN
NED2013022_47;MFD_SETNO47;42.3185;-67.2132;383952;25;07-jul-13;13:34:19;32.5929;9.1348;5.49096;1.19970270378151;4.195;0.5745;5.345;NaN;0.12;NaN;NaN
NED2013022_47;MFD_SETNO47;42.3185;-67.2132;383953;5;07-jul-13;13:34:19;32.3214;16.4939;5.00209;0.404578575630252;1.705;0.1995;0;NaN;0;5.976;NaN
NED2013022_48;MFD_SETNO48;42.4837;-67.3318;383954;326;07-jul-13;16:38:23;35.0646;8.7025;3.46702;0.00739999159663866;13.175;1.255;19.335;35.0731964111328;0.065;2.7235;NaN
NED2013022_48;MFD_SETNO48;42.4837;-67.3318;383955;50;07-jul-13;16:38:23;32.9877;6.5714;5.04692;0.103599882352941;6.835;0.8555;10.855;NaN;0.05;NaN;NaN
NED2013022_48;MFD_SETNO48;42.4837;-67.3318;383956;25;07-jul-13;16:38:23;32.7486;8.4044;5.34154;1.14598467226891;3.645;0.535;4.32;NaN;0.13;NaN;NaN
NED2013022_48;MFD_SETNO48;42.4837;-67.3318;383957;6;07-jul-13;16:38:23;32.1884;13.6143;5.54187;0.608804357142857;1.945;0.2685;0.235;NaN;0.04;6.262;NaN
NED2013022_49;MFD_SETNO49;42.5847;-67.4198;383958;260;07-jul-13;18:58:41;35.033;8.6425;3.48851;0.00369999579831934;13.35;1.317;19.685;35.0484046936035;0.06;4.186;NaN
NED2013022_49;MFD_SETNO49;42.5847;-67.4198;383959;50;07-jul-13;18:58:41;33.1461;6.9062;4.83858;0.114699869747899;7.135;0.8975;10.68;NaN;0.065;NaN;NaN
NED2013022_49;MFD_SETNO49;42.5847;-67.4198;383960;25;07-jul-13;18:58:41;32.5978;9.5027;5.42604;1.46829286134454;3.67;0.5575;3.81;NaN;0.095;NaN;NaN
NED2013022_49;MFD_SETNO49;42.5847;-67.4198;383961;5;07-jul-13;18:58:41;32.2901;16.9195;4.99604;0.304819474789916;1.7;0.238;0;NaN;0.03;5.971;NaN
NED2013022_5;MFD_SETNO5;43.4163;-63.7257;383807;216;03-jul-13;07:29:58;35.0314;10.2879;2.40773;0.0147999831932773;NaN;NaN;NaN;35.0415916442871;NaN;NaN;3.115
NED2013022_5;MFD_SETNO5;43.4163;-63.7257;383808;51;03-jul-13;07:29:58;32.2526;3.2486;5.87829;0.288192957983193;3.635;0.749;4.665;NaN;0.265;NaN;NaN
NED2013022_5;MFD_SETNO5;43.4163;-63.7257;383809;23;03-jul-13;07:29:58;31.4308;7.4412;6.43191;0.687229361344538;0.64;0.353;0;NaN;0.04;NaN;NaN
NED2013022_5;MFD_SETNO5;43.4163;-63.7257;383810;9;03-jul-13;07:29:58;30.7354;14.2709;5.20566;0.365783369747899;0.48;0.2465;0.135;NaN;0.04;NaN;6.0135
NED2013022_50;MFD_SETNO50;42.8012;-67.2797;383962;209;07-jul-13;21:29:56;35.0237;9.0165;3.49604;0.00554999369747899;11.91;1.1505;19.28;35.040470123291;0.07;4.1695;NaN
NED2013022_50;MFD_SETNO50;42.8012;-67.2797;383963;50;07-jul-13;21:29:56;33.1341;9.8363;5.16454;0.310361647058824;4.005;0.585;5.33;NaN;0.17;NaN;NaN
NED2013022_50;MFD_SETNO50;42.8012;-67.2797;383964;24;07-jul-13;21:29:56;32.6023;11.7156;5.64481;2.1666272710084;2.75;0.3405;0.385;NaN;0.06;NaN;NaN
NED2013022_50;MFD_SETNO50;42.8012;-67.2797;383965;5;07-jul-13;21:29:56;32.3233;15.1127;5.35206;0.698334409663866;2.48;0.2655;0;NaN;0.035;6.374;NaN
NED2013022_51;MFD_SETNO51;42.8865;-67.4203;383966;254;07-jul-13;23:37:58;35.0217;9.3617;3.51691;0;11.265;1.1635;17.855;35.0402717590332;0.06;4.2195;NaN
NED2013022_51;MFD_SETNO51;42.8865;-67.4203;383967;51;07-jul-13;23:37:58;32.671;9.6138;5.34419;0.184999789915966;6.505;0.8745;9.78;NaN;0.06;NaN;NaN
NED2013022_51;MFD_SETNO51;42.8865;-67.4203;383968;25;07-jul-13;23:37:58;32.2568;13.3564;5.63961;1.53991690336135;2.695;0.3635;0.59;NaN;0.045;NaN;NaN
NED2013022_51;MFD_SETNO51;42.8865;-67.4203;383969;5;07-jul-13;23:37:58;32.1706;15.7561;5.30755;0.43228943697479;2.25;0.254;0.28;NaN;0.03;6.303;NaN
NED2013022_52;MFD_SETNO52;43.3548;-66.7492;383970;140;08-jul-13;07:13:58;34.1904;8.7824;4.15425;0.0295999663865546;9.11;1.0075;13.655;34.2030792236328;0.14;4.9405;NaN
NED2013022_52;MFD_SETNO52;43.3548;-66.7492;383971;51;08-jul-13;07:13:58;33.0515;9.0597;5.05339;0.404578575630252;5.02;0.6305;6.11;NaN;0.275;NaN;NaN
NED2013022_52;MFD_SETNO52;43.3548;-66.7492;383972;26;08-jul-13;07:13:58;32.6871;9.9269;5.49285;1.48619887184874;4.045;0.471;2.735;NaN;0.19;NaN;NaN
NED2013022_52;MFD_SETNO52;43.3548;-66.7492;383973;5;08-jul-13;07:13:58;32.6023;10.3573;5.65812;1.91594312394958;3.72;0.4335;1.76;NaN;0.16;6.668;NaN
NED2013022_53;MFD_SETNO53;43.3518;-67.1007;383974;233;08-jul-13;10:26:07;34.5828;8.5955;3.76733;0.00554999369747899;11.39;1.1625;16.39;34.5973968505859;0.075;4.493;NaN
NED2013022_53;MFD_SETNO53;43.3518;-67.1007;383975;100;08-jul-13;10:26:07;34.256;8.7282;4.17614;0.0295999663865546;8.865;0.9185;13.595;NaN;0.045;NaN;NaN
NED2013022_53;MFD_SETNO53;43.3518;-67.1007;383976;50;08-jul-13;10:26:07;33.1772;8.6258;5.08964;0.260482096638655;4.19;0.6;6.035;NaN;0.175;NaN;NaN
NED2013022_53;MFD_SETNO53;43.3518;-67.1007;383977;26;08-jul-13;10:26:07;32.5218;10.3043;5.56103;1.00273658823529;3.305;0.457;2.56;NaN;0.21;6.427;NaN
NED2013022_53;MFD_SETNO53;43.3518;-67.1007;383978;5;08-jul-13;10:26:07;32.2652;13.6986;5.60373;0.895300525210084;2.515;0.266;0;NaN;0.03;6.461;NaN
NED2013022_54;MFD_SETNO54;43.6117;-67.1448;383979;195;08-jul-13;13:11:35;34.5521;9.0677;3.88325;0.016649981092437;10.125;0.9335;15.29;34.5676231384277;0.09;4.621;NaN
NED2013022_54;MFD_SETNO54;43.6117;-67.1448;383980;50;08-jul-13;13:11:35;33.3765;8.7741;4.88946;0.22722906302521;5.53;0.662;8.21;NaN;0.15;NaN;NaN
NED2013022_54;MFD_SETNO54;43.6117;-67.1448;383981;25;08-jul-13;13:11:35;32.7288;10.1095;5.33387;0.895300525210084;4.395;0.503;4.075;NaN;0.15;NaN;NaN
NED2013022_54;MFD_SETNO54;43.6117;-67.1448;383982;6;08-jul-13;13:11:35;32.407;13.0214;5.59424;1.59363493487395;2.94;0.2545;0;NaN;0.035;6.578;NaN
NED2013022_55;MFD_SETNO55;43.6325;-66.8577;383983;128;08-jul-13;15:57:26;34.0007;8.2925;4.20826;0.0314499642857143;9.32;0.8755;13.67;33.9826965332031;0.12;5.01;NaN
NED2013022_55;MFD_SETNO55;43.6325;-66.8577;383984;50;08-jul-13;15:57:26;32.7936;9.8372;5.27995;1.0385486092437;3.44;0.4635;2.67;NaN;0.16;NaN;NaN
NED2013022_55;MFD_SETNO55;43.6325;-66.8577;383985;26;08-jul-13;15:57:26;32.6048;10.5876;5.48167;1.73688301890756;2.93;0.306;0.545;NaN;0.075;NaN;NaN
NED2013022_55;MFD_SETNO55;43.6325;-66.8577;383986;5;08-jul-13;15:57:26;32.429;12.5436;5.6151;1.62944695588235;2.99;0.2495;0;NaN;0.035;6.57;NaN
NED2013022_56;MFD_SETNO56;43.8968;-67.3245;383987;218;08-jul-13;20:03:49;34.2913;8.5592;4.0169;0.011099987394958;10.91;0.985;15.085;34.3064002990723;0.11;4.755;NaN
NED2013022_56;MFD_SETNO56;43.8968;-67.3245;383988;50;08-jul-13;20:03:49;32.9477;6.9427;5.17404;0.299277302521008;5.795;0.7055;9.295;NaN;0.06;NaN;NaN
NED2013022_56;MFD_SETNO56;43.8968;-67.3245;383989;25;08-jul-13;20:03:49;32.5329;11.3075;5.76481;1.50410488235294;2.995;0.338;1.105;NaN;0.055;NaN;NaN
NED2013022_56;MFD_SETNO56;43.8968;-67.3245;383990;5;08-jul-13;20:03:49;32.3055;15.1234;5.36985;0.877394514705882;2.685;0.209;0;NaN;0;6.431;NaN
NED2013022_57;MFD_SETNO57;44.0542;-66.907;383991;171;08-jul-13;23:06:33;33.9259;7.9915;4.07429;0.0295999663865546;11.245;1.0235;14.7;33.9438056945801;0.08;4.822;NaN
NED2013022_57;MFD_SETNO57;44.0542;-66.907;383992;50;08-jul-13;23:06:33;32.9404;8.2206;5.06628;0.310361647058824;6.9;0.7405;9.19;NaN;0.085;NaN;NaN
NED2013022_57;MFD_SETNO57;44.0542;-66.907;383993;25;08-jul-13;23:06:33;32.4998;11.8486;5.77404;1.68655764705882;3.795;0.4125;2.44;NaN;0.145;NaN;NaN
NED2013022_57;MFD_SETNO57;44.0542;-66.907;383994;5;08-jul-13;23:06:33;32.3805;13.9834;5.57435;1.27132674579832;2.76;0.251;0.18;NaN;0.035;6.596;NaN
NED2013022_58;MFD_SETNO58;44.2712;-67.1622;383995;176;09-jul-13;02:22:16;34.1136;8.2078;3.82239;0.0203499768907563;12.77;1.027;16.205;34.1236686706543;0.065;4.546;NaN
NED2013022_58;MFD_SETNO58;44.2712;-67.1622;383996;50;09-jul-13;02:22:16;33.0182;8.7991;4.98595;0.354699025210084;6.315;0.723;8.145;NaN;0.185;NaN;NaN
NED2013022_58;MFD_SETNO58;44.2712;-67.1622;383997;25;09-jul-13;02:22:16;32.503;12.4641;5.72035;2.02386917647059;3.42;0.363;1.315;NaN;0.08;NaN;NaN
NED2013022_58;MFD_SETNO58;44.2712;-67.1622;383998;5;09-jul-13;02:22:16;32.4036;13.1519;5.70495;2.12024389915966;2.675;0.2745;0;NaN;0.03;6.712;NaN
NED2013022_6;MFD_SETNO6;43.145;-63.7425;383811;129;03-jul-13;10:08:57;34.7822;9.6003;3.43341;0.0147999831932773;10.16;1.132;15.67;34.7573432922363;0.11;NaN;4.1605
NED2013022_6;MFD_SETNO6;43.145;-63.7425;383812;49;03-jul-13;10:08:57;32.2205;5.776;6.33843;1.21760871428571;1.37;0.387;0.155;NaN;0.035;NaN;NaN
NED2013022_6;MFD_SETNO6;43.145;-63.7425;383813;26;03-jul-13;10:08:57;31.5414;10.0751;6.07236;0.787864462184874;1.085;0.3105;0.185;NaN;0.03;NaN;NaN
NED2013022_6;MFD_SETNO6;43.145;-63.7425;383814;5;03-jul-13;10:08:57;30.865;14.6802;5.15202;0.332530336134454;0.71;0.2355;0.105;NaN;0.03;NaN;5.967
NED2013022_60;MFD_SETNO60;44.2052;-66.701;383999;179;09-jul-13;07:06:58;33.7754;7.8866;4.19085;0.0314499642857143;10.59;0.987;14.14;33.7923469543457;0.05;5.042;NaN
NED2013022_60;MFD_SETNO60;44.2052;-66.701;384000;100;09-jul-13;07:06:58;33.2978;8.0379;4.70578;0.193976029411765;6.8;0.815;9.56;NaN;0.13;NaN;NaN
NED2013022_60;MFD_SETNO60;44.2052;-66.701;384001;50;09-jul-13;07:06:58;33.1213;8.4642;4.91167;0.304819474789916;6.52;0.7565;8.735;NaN;0.18;NaN;NaN
NED2013022_60;MFD_SETNO60;44.2052;-66.701;384002;25;09-jul-13;07:06:58;32.6843;10.0557;5.24745;1.83111973109244;3.99;0.4905;2.985;NaN;0.155;NaN;NaN
NED2013022_60;MFD_SETNO60;44.2052;-66.701;384003;5;09-jul-13;07:06:58;32.5514;11.1151;5.58513;2.07205653781513;3.875;0.4355;2.45;NaN;0.13;6.557;NaN
NED2013022_62;MFD_SETNO62;44.5003;-66.386;384004;179;09-jul-13;12:05:34;33.6279;8.0404;4.31831;0.0720482394957983;9.66;0.955;13.09;33.6417999267578;0.1;5.1355;NaN
NED2013022_62;MFD_SETNO62;44.5003;-66.386;384005;50;09-jul-13;12:05:34;32.926;8.1264;4.85949;0.18289168487395;7.01;0.81;9.605;NaN;0.175;NaN;NaN
NED2013022_62;MFD_SETNO62;44.5003;-66.386;384006;26;09-jul-13;12:05:34;32.4743;8.4507;5.06969;0.371325542016807;5.5;0.726;8.11;NaN;0.24;NaN;NaN
NED2013022_62;MFD_SETNO62;44.5003;-66.386;384007;5;09-jul-13;12:05:34;31.9196;10.1655;5.58526;1.63837028571429;3.555;0.489;4.01;NaN;0.23;6.568;NaN
NED2013022_63;MFD_SETNO63;44.5217;-66.2807;384008;150;09-jul-13;14:14:26;33.3628;8.1179;4.59229;0.138554306722689;8.33;0.8955;11.135;33.3803520202637;0.125;5.4205;NaN
NED2013022_63;MFD_SETNO63;44.5217;-66.2807;384009;51;09-jul-13;14:14:26;32.9761;9.1573;4.99216;0.343614680672269;5.67;0.694;6.9;NaN;0.225;NaN;NaN
NED2013022_63;MFD_SETNO63;44.5217;-66.2807;384010;26;09-jul-13;14:14:26;32.7822;9.2912;5.13368;0.493253331932773;5.455;0.657;6.395;NaN;0.255;NaN;NaN
NED2013022_63;MFD_SETNO63;44.5217;-66.2807;384011;5;09-jul-13;14:14:26;32.4292;11.2155;5.75046;4.38504988235294;3.875;0.4025;1.16;NaN;0.115;6.856;NaN
NED2013022_64;MFD_SETNO64;44.7873;-66.4808;384012;162;09-jul-13;16:44:40;33.2195;8.077;4.73224;0.121927789915966;7.925;0.8495;10.395;33.2322807312012;0.09;5.579;NaN
NED2013022_64;MFD_SETNO64;44.7873;-66.4808;384013;50;09-jul-13;16:44:40;32.8309;8.7263;5.00338;0.238313407563025;6.59;0.7515;8.425;NaN;0.19;NaN;NaN
NED2013022_64;MFD_SETNO64;44.7873;-66.4808;384014;26;09-jul-13;16:44:40;32.572;9.6232;5.10118;0.526506365546219;5.505;0.683;6.775;NaN;0.28;NaN;NaN
NED2013022_64;MFD_SETNO64;44.7873;-66.4808;384015;5;09-jul-13;16:44:40;31.4828;12.898;6.07339;2.60211751260504;2.33;0.321;0.395;NaN;0.06;7.099;NaN
NED2013022_65;MFD_SETNO65;44.7573;-66.6317;384016;114;09-jul-13;19:05:30;33.0727;7.724;4.73842;0.149638651260504;8.79;0.966;10.935;33.0813446044922;0.09;5.563;NaN
NED2013022_65;MFD_SETNO65;44.7573;-66.6317;384017;51;09-jul-13;19:05:30;32.3267;8.2496;5.16436;0.20506037394958;6.165;0.805;8.005;NaN;0.19;NaN;NaN
NED2013022_65;MFD_SETNO65;44.7573;-66.6317;384018;25;09-jul-13;19:05:30;32.1206;9.0298;5.40093;0.515422021008404;4.65;0.7145;6.155;NaN;0.28;NaN;NaN
NED2013022_65;MFD_SETNO65;44.7573;-66.6317;384019;5;09-jul-13;19:05:30;30.1145;12.9176;5.81563;2.79486695798319;4.71;0.5565;3.45;NaN;0.205;6.772;NaN
NED2013022_66;MFD_SETNO66;45.072;-66.3432;384020;48;09-jul-13;22:21:06;31.8291;9.3514;5.36441;0.483462283613445;4.48;0.768;5.325;31.8399429321289;0.31;6.2765;NaN
NED2013022_66;MFD_SETNO66;45.072;-66.3432;384021;24;09-jul-13;22:21:06;31.6946;9.6219;5.3738;0.399036403361345;4.295;0.7365;5.485;NaN;0.295;NaN;NaN
NED2013022_66;MFD_SETNO66;45.072;-66.3432;384022;4;09-jul-13;22:21:06;29.1438;12.1233;5.40822;0.895300525210084;5.43;0.5645;4.19;NaN;0.275;6.459;NaN
NED2013022_67;MFD_SETNO67;45.092;-66.191;384023;70;10-jul-13;00:11:40;32.2611;8.5582;5.18839;0.53718031512605;6;0.7865;6.63;32.2625770568848;0.32;6.098;NaN
NED2013022_67;MFD_SETNO67;45.092;-66.191;384024;50;10-jul-13;00:11:40;32.1209;8.8791;5.25188;0.555086325630252;5.57;0.757;6.02;NaN;0.32;NaN;NaN
NED2013022_67;MFD_SETNO67;45.092;-66.191;384025;25;10-jul-13;00:11:40;31.757;10.1683;5.40929;0.608804357142857;4.34;0.6365;5.01;NaN;0.285;NaN;NaN
NED2013022_67;MFD_SETNO67;45.092;-66.191;384026;5;10-jul-13;00:11:40;31.0317;11.0403;5.53879;1.0385486092437;4.685;0.587;4.405;NaN;0.265;6.518;NaN
NED2013022_68;MFD_SETNO68;45.1112;-66.0655;384027;78;10-jul-13;02:11:34;32.4348;8.4756;5.13561;0.447650262605042;5.31;0.7355;6.69;32.4451866149902;0.26;5.964;NaN
NED2013022_68;MFD_SETNO68;45.1112;-66.0655;384028;50;10-jul-13;02:11:34;32.4312;8.4966;5.1416;0.53718031512605;5.365;0.717;6.405;NaN;0.27;NaN;NaN
NED2013022_68;MFD_SETNO68;45.1112;-66.0655;384029;25;10-jul-13;02:11:34;32.1052;9.5153;5.35464;0.590898346638655;4.66;0.6415;5.715;NaN;0.275;NaN;NaN
NED2013022_68;MFD_SETNO68;45.1112;-66.0655;384030;5;10-jul-13;02:11:34;31.8634;10.3891;5.59709;1.21760871428571;4.41;0.5525;4.06;NaN;0.28;6.554;NaN
NED2013022_69;MFD_SETNO69;45.1515;-65.7928;384031;75;10-jul-13;04:11:25;32.207;8.989;5.2983;0.41012074789916;5.105;0.6455;5.865;32.2258758544922;0.325;6.235;NaN
NED2013022_69;MFD_SETNO69;45.1515;-65.7928;384032;50;10-jul-13;04:11:25;32.1714;9.1065;5.3076;0.437831609243698;4.91;0.628;5.57;NaN;0.32;NaN;NaN
NED2013022_69;MFD_SETNO69;45.1515;-65.7928;384033;25;10-jul-13;04:11:25;32.0096;9.955;5.48373;0.859488504201681;4.13;0.567;4.24;NaN;0.29;NaN;NaN
NED2013022_69;MFD_SETNO69;45.1515;-65.7928;384034;5;10-jul-13;04:11:25;32.0306;10.5613;5.54285;1.14598467226891;4.055;0.54;4.08;NaN;0.28;6.523;NaN
NED2013022_7;MFD_SETNO7;43.0673;-64.0893;383815;90;03-jul-13;13:28:59;32.3096;3.8233;5.69316;0.0795499096638655;5.25;0.764;6.38;32.3296775817871;0.27;NaN;6.3445
NED2013022_7;MFD_SETNO7;43.0673;-64.0893;383816;51;03-jul-13;13:28:59;32.132;3.8341;5.80022;5.05967294117647;3.295;0.64;1.105;NaN;0.105;NaN;NaN
NED2013022_7;MFD_SETNO7;43.0673;-64.0893;383817;25;03-jul-13;13:28:59;31.4758;8.6041;6.2097;1.0922666407563;1.4;0.3;0;NaN;0.025;NaN;NaN
NED2013022_7;MFD_SETNO7;43.0673;-64.0893;383818;5;03-jul-13;13:28:59;31.5228;13.7781;5.2953;0.805770472689076;1.69;0.2905;0;NaN;0.02;NaN;6.109
NED2013022_70;MFD_SETNO70;45.057;-65.88;384035;91;10-jul-13;06:28:34;32.4773;8.485;5.10358;0.465556273109244;5.86;0.7115;7.195;32.4930152893066;0.24;6.01;NaN
