CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;terrain;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;OXY_XX;TEMP_RT;SSAL_BS;pH_01
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(ml/l);(celsius);(g/kg);((none))
16003_118;GULD_03;44.00076;-59.0203;431654;40.39;23-apr-16;22:45:00;40.393;32.6767;4.0315;7.5832;8.12;7.5832;4.0315;32.6767;8.12
16003_118;GULD_03;44.00074;-59.02034;431655;40.08;23-apr-16;22:46:00;40.089;32.6765;4.0318;7.5831;8.12;7.5831;4.0318;32.6765;8.12
16003_118;GULD_03;44.00062;-59.02036;431656;30.91;23-apr-16;22:48:00;30.918;32.6685;4.003;7.62;8.122;7.62;4.003;32.6685;8.122
16003_118;GULD_03;44.00045;-59.02046;431657;19.92;23-apr-16;22:50:00;19.927;32.6626;3.9775;7.6066;8.122;7.6066;3.9775;32.6626;8.122
16003_118;GULD_03;44.00037;-59.0205;431658;20.72;23-apr-16;22:50:00;20.72;32.6626;3.9775;7.6234;8.122;7.6234;3.9775;32.6626;8.122
16003_118;GULD_03;44.0003;-59.02054;431659;19.81;23-apr-16;22:51:00;19.811;32.662;3.9758;7.6235;8.122;7.6235;3.9758;32.662;8.122
16003_118;GULD_03;44.00005;-59.0206;431660;10.84;23-apr-16;22:53:00;10.849;32.6576;3.9635;7.6654;8.127;7.6654;3.9635;32.6576;8.127
16003_118;GULD_03;43.99992;-59.02054;431661;3.17;23-apr-16;22:54:00;3.171;32.6536;3.9651;7.7024;8.132;7.7024;3.9651;32.6536;8.132
16003_118;GULD_03;43.99987;-59.02053;431662;3.15;23-apr-16;22:55:00;3.159;32.6527;3.9615;7.7109;8.134;7.7109;3.9615;32.6527;8.134
16003_118;GULD_03;43.99986;-59.02054;431663;3.58;23-apr-16;22:55:00;3.588;32.652;3.9772;7.726;8.137;7.726;3.9772;32.652;8.137
16003_118;GULD_03;43.99984;-59.02056;431664;3;23-apr-16;22:56:00;3.003;32.6523;3.9771;7.7255;8.137;7.7255;3.9771;32.6523;8.137
16003_121;HL_03.3;43.75953;-62.75362;431672;202.62;24-apr-16;16:23:00;202.623;35.238;10.8544;2.9642;7.945;2.9642;10.8544;35.238;7.945
16003_121;HL_03.3;43.75882;-62.75392;431673;100.74;24-apr-16;16:28:00;100.747;34.2678;9.5485;4.4482;8.011;4.4482;9.5485;34.2678;8.011
16003_121;HL_03.3;43.75884;-62.75291;431674;81.57;24-apr-16;16:31:00;81.572;33.5828;7.767;5.288;8.031;5.288;7.767;33.5828;8.031
16003_121;HL_03.3;43.75906;-62.75254;431675;60.76;24-apr-16;16:33:00;60.763;32.3354;4.4815;6.8178;8.063;6.8178;4.4815;32.3354;8.063
16003_121;HL_03.3;43.75938;-62.7524;431676;51.29;24-apr-16;16:35:00;51.297;31.9003;4.2601;7.3521;8.083;7.3521;4.2601;31.9003;8.083
16003_121;HL_03.3;43.75966;-62.75223;431677;40.19;24-apr-16;16:37:00;40.196;31.7656;3.638;7.4237;8.085;7.4237;3.638;31.7656;8.085
16003_121;HL_03.3;43.7599;-62.75204;431678;31.07;24-apr-16;16:38:00;31.076;31.6737;3.7833;7.538;8.085;7.538;3.7833;31.6737;8.085
16003_121;HL_03.3;43.76023;-62.7518;431679;20.99;24-apr-16;16:40:00;20.99;31.6596;3.9963;7.54;8.084;7.54;3.9963;31.6596;8.084
16003_121;HL_03.3;43.76038;-62.75181;431680;10.58;24-apr-16;16:41:00;10.585;31.6504;4.0008;7.534;8.084;7.534;4.0008;31.6504;8.084
16003_121;HL_03.3;43.7605;-62.7518;431681;2.61;24-apr-16;16:42:00;2.613;31.651;4.0039;7.5391;8.084;7.5391;4.0039;31.651;8.084
16003_121;HL_03.3;43.76058;-62.75176;431682;3.8;24-apr-16;16:43:00;3.804;31.651;3.9999;7.5577;8.084;7.5577;3.9999;31.651;8.084
16003_126;HL_03;43.88268;-62.88312;431689;262.36;24-apr-16;21:01:00;262.369;35.199;10.6386;2.7417;7.922;2.7417;10.6386;35.199;7.922
16003_126;HL_03;43.8825;-62.8833;431690;199.66;24-apr-16;21:05:00;199.663;35.1772;10.8761;3.0032;7.95;3.0032;10.8761;35.1772;7.95
16003_126;HL_03;43.8825;-62.8835;431691;150.21;24-apr-16;21:09:00;150.219;35.0954;10.9989;3.2755;7.973;3.2755;10.9989;35.0954;7.973
16003_126;HL_03;43.88264;-62.8837;431692;100.77;24-apr-16;21:12:00;100.774;34.2237;9.4004;4.4987;8.023;4.4987;9.4004;34.2237;8.023
16003_126;HL_03;43.8829;-62.88386;431693;80.53;24-apr-16;21:15:00;80.533;33.1211;6.4463;5.6992;8.036;5.6992;6.4463;33.1211;8.036
16003_126;HL_03;43.88308;-62.88398;431694;60.52;24-apr-16;21:18:00;60.527;32.2346;4.383;7.028;8.082;7.028;4.383;32.2346;8.082
16003_126;HL_03;43.8832;-62.88412;431695;50.5;24-apr-16;21:19:00;50.506;32.0812;4.5403;7.2939;8.11;7.2939;4.5403;32.0812;8.11
16003_126;HL_03;43.88328;-62.88426;431696;40.78;24-apr-16;21:22:00;40.781;31.9919;4.3606;7.3635;8.112;7.3635;4.3606;31.9919;8.112
16003_126;HL_03;43.88333;-62.88426;431697;30.62;24-apr-16;21:24:00;30.628;31.9061;4.2568;7.3765;8.089;7.3765;4.2568;31.9061;8.089
16003_126;HL_03;43.88352;-62.88438;431698;20.23;24-apr-16;21:26:00;20.232;31.7527;4.0816;7.5343;8.103;7.5343;4.0816;31.7527;8.103
16003_126;HL_03;43.88352;-62.88452;431699;10.35;24-apr-16;21:28:00;10.351;31.6823;4.3586;7.5583;8.102;7.5583;4.3586;31.6823;8.102
16003_126;HL_03;43.8838;-62.88462;431700;3.6;24-apr-16;21:30:00;3.606;31.6826;4.357;7.5534;8.103;7.5534;4.357;31.6826;8.103
16003_126;HL_03;43.88392;-62.88462;431701;3.47;24-apr-16;21:31:00;3.477;31.683;4.3302;7.5513;8.102;7.5513;4.3302;31.683;8.102
16003_126;HL_03;43.884;-62.8846;431702;3.67;24-apr-16;21:32:00;3.673;31.684;4.3312;7.5621;8.103;7.5621;4.3312;31.684;8.103
16003_131;HL_02;44.267;-63.31656;431710;143.56;25-apr-16;01:51:00;143.565;34.6775;10.0433;3.406;7.943;3.406;10.0433;34.6775;7.943
16003_131;HL_02;44.2669;-63.31658;431711;100.45;25-apr-16;01:54:00;100.452;32.8327;4.7838;5.384;7.942;5.384;4.7838;32.8327;7.942
16003_131;HL_02;44.26688;-63.31658;431712;80.55;25-apr-16;01:56:00;80.559;31.9317;2.3356;6.8225;7.979;6.8225;2.3356;31.9317;7.979
16003_131;HL_02;44.2669;-63.31658;431713;80.7;25-apr-16;01:57:00;80.7;31.9119;2.3173;6.8214;7.974;6.8214;2.3173;31.9119;7.974
16003_131;HL_02;44.26688;-63.31658;431714;80.51;25-apr-16;01:57:00;80.513;31.9003;2.3067;6.8409;7.971;6.8409;2.3067;31.9003;7.971
16003_131;HL_02;44.26686;-63.31654;431715;60.47;25-apr-16;02:00:00;60.477;31.4652;2.0349;7.1626;7.991;7.1626;2.0349;31.4652;7.991
16003_131;HL_02;44.26686;-63.31656;431716;50.29;25-apr-16;02:02:00;50.299;31.0683;1.467;8.065;8.079;8.065;1.467;31.0683;8.079
16003_131;HL_02;44.26686;-63.31661;431717;40.06;25-apr-16;02:04:00;40.062;30.9978;1.4873;8.0885;8.079;8.0885;1.4873;30.9978;8.079
16003_131;HL_02;44.26685;-63.3166;431718;39.89;25-apr-16;02:04:00;39.897;30.9947;1.4836;8.0836;8.078;8.0836;1.4836;30.9947;8.078
16003_131;HL_02;44.26684;-63.31656;431719;39.28;25-apr-16;02:05:00;39.28;30.9897;1.4786;8.0876;8.074;8.0876;1.4786;30.9897;8.074
16003_131;HL_02;44.26688;-63.31652;431720;31.11;25-apr-16;02:07:00;31.119;30.9571;1.4957;8.0812;8.074;8.0812;1.4957;30.9571;8.074
16003_131;HL_02;44.26682;-63.31662;431721;20.65;25-apr-16;02:09:00;20.659;30.8689;1.9801;8.0303;8.067;8.0303;1.9801;30.8689;8.067
16003_131;HL_02;44.26676;-63.31664;431722;20.47;25-apr-16;02:11:00;20.477;30.8455;2.066;8.0503;8.067;8.0503;2.066;30.8455;8.067
16003_131;HL_02;44.2667;-63.31664;431723;20.63;25-apr-16;02:11:00;20.633;30.8441;2.0948;8.0625;8.067;8.0625;2.0948;30.8441;8.067
16003_131;HL_02;44.2666;-63.31668;431724;10.61;25-apr-16;02:13:00;10.616;30.8102;2.4059;8.0199;8.061;8.0199;2.4059;30.8102;8.061
16003_131;HL_02;44.26657;-63.3167;431725;3.12;25-apr-16;02:15:00;3.121;30.8007;2.574;7.9864;8.06;7.9864;2.574;30.8007;8.06
16003_131;HL_02;44.26656;-63.31668;431726;3;25-apr-16;02:15:00;3.005;30.801;2.5702;8.0008;8.061;8.0008;2.5702;30.801;8.061
16003_131;HL_02;44.26656;-63.31665;431727;2.87;25-apr-16;02:16:00;2.874;30.8003;2.5833;7.9953;8.063;7.9953;2.5833;30.8003;8.063
16003_131;HL_02;44.26656;-63.3166;431728;3.01;25-apr-16;02:16:00;3.01;30.7996;2.5923;7.9814;8.064;7.9814;2.5923;30.7996;8.064
