CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(ml/l)
TEM2008775_72;MFD_SETNO72;43.761817;-67.06015;321090;6;17-mar-08;00:00:00;32.5582;4.0297;6.76304;0.694837;6.415;0.8325;8.1925;NaN;7.3425
TEM2008775_73;MFD_SETNO73;43.82835;-66.949733;321091;188;17-mar-08;02:28:16;33.6735;6.4402;6.39198;0.0670416444444445;9.5265;1.034;12.9135;33.716;5.558
TEM2008775_73;MFD_SETNO73;43.82835;-66.949733;321092;5;17-mar-08;02:28:16;32.4815;3.9259;6.74292;0.65475025;6.411;0.8335;8.1925;NaN;7.325
TEM2008775_74;MFD_SETNO74;43.885517;-67.022767;321093;160;17-mar-08;04:50:59;33.853;6.8735;5.25508;0.031468526984127;10.914;1.1125;14.5405;33.896;5.301
TEM2008775_74;MFD_SETNO74;43.885517;-67.022767;321094;6;17-mar-08;04:50:59;32.4777;3.9016;6.77301;0.641388;6.5055;0.8415;8.251;NaN;7.3675
TEM2008775_75;MFD_SETNO75;44.1173;-67.251317;321095;153;17-mar-08;07:27:00;33.2507;5.5994;5.49955;0.151869847619048;10.1015;1.0365;12.2935;33.173;6.176
TEM2008775_75;MFD_SETNO75;44.1173;-67.251317;321096;5;17-mar-08;07:27:00;32.5071;3.8888;6.60451;0.310516825396825;8.4775;0.926;9.98;NaN;7.105
TEM2008775_76;MFD_SETNO76;44.328017;-67.104833;321097;132;17-mar-08;10:46:25;33.3336;5.7595;5.40703;0.11644380952381;11.75;1.105;13.218;33.273;5.8905
TEM2008775_76;MFD_SETNO76;44.328017;-67.104833;321098;6;17-mar-08;10:46:25;32.2689;3.3168;6.774;0.271702222222222;8.9665;0.9665;9.7145;NaN;7.326
TEM2008775_78;MFD_SETNO78;45.062267;-66.326967;321099;50;17-mar-08;19:54:12;31.9767;2.4008;7.11728;0.287228063492063;8.6715;0.9645;9.4245;32.026;7.6295
TEM2008775_78;MFD_SETNO78;45.062267;-66.326967;321100;6;17-mar-08;19:54:12;30.3158;1.4871;7.39984;0.341568507936508;12.423;0.9145;10.0105;NaN;7.962
TEM2008775_79;MFD_SETNO79;44.943883;-66.050117;321101;108;17-mar-08;22:04:44;32.238;3.1762;6.95321;0.283346603174603;7.709;0.9135;8.9105;32.281;7.476
TEM2008775_79;MFD_SETNO79;44.943883;-66.050117;321102;6;17-mar-08;22:04:44;32.2338;3.1488;6.99573;0.244532;7.84;0.9215;8.9;NaN;7.4315
TEM2008775_80;MFD_SETNO80;45.192483;-65.54065;321103;67;18-mar-08;02:47:40;32.0071;2.231;7.18224;0.551167365079365;7.6105;0.895;8.81;32.047;7.7035
TEM2008775_80;MFD_SETNO80;45.192483;-65.54065;321104;5;18-mar-08;02:47:40;31.848;1.82;7.26215;0.415316253968254;7.6995;0.876;8.415;NaN;7.7895
TEM2008775_81;MFD_SETNO81;45.3084;-65.357867;321105;51;18-mar-08;05:19:27;31.1868;0.7583;7.46756;0.68147475;9.8695;0.9875;9.469;31.223;8.0785
TEM2008775_81;MFD_SETNO81;45.3084;-65.357867;321106;6;18-mar-08;05:19:27;31.1845;0.7573;7.46673;0.53449;10.1515;1.0095;9.745;NaN;6.9975
TEM2008775_82;MFD_SETNO82;45.205283;-65.07435;321107;58;18-mar-08;07:53:00;31.5677;1.8562;7.28504;0.641388;8.259;0.908;8.916;31.603;7.809
TEM2008775_82;MFD_SETNO82;45.205283;-65.07435;321108;5;18-mar-08;07:53:00;31.5474;1.7999;7.31356;0.6146635;8.2615;0.9025;8.9615;NaN;7.7895
TEM2008775_83;MFD_SETNO83;44.90835;-65.981883;321109;99;18-mar-08;13:18:00;32.2555;3.1578;6.97642;0.24841346031746;7.102;0.8335;7.6735;32.292;7.475
TEM2008775_83;MFD_SETNO83;44.90835;-65.981883;321110;5;18-mar-08;13:18:00;32.2503;3.1324;6.97915;0.236769079365079;7.063;0.8035;6.723;NaN;7.452
TEM2008775_84;MFD_SETNO84;41.855033;-66.44335;321111;73;19-mar-08;07:07:58;32.8745;4.5047;6.6575;0.496826920634921;8.8285;0.9565;9.929;32.915;7.177
TEM2008775_84;MFD_SETNO84;41.855033;-66.44335;321112;4;19-mar-08;07:07:58;32.2987;3.3419;7.04575;0.8284595;6.4165;0.807;6.875;NaN;7.535
TEM2008775_86;MFD_SETNO86;41.818917;-66.493717;321113;76;19-mar-08;11:57:00;32.8264;4.424;6.66255;0.57457675;7.7215;0.9005;8.804;32.912;6.963
TEM2008775_86;MFD_SETNO86;41.818917;-66.493717;321114;6;19-mar-08;11:57:00;32.2473;3.2816;7.04816;0.78837275;7.2395;0.879;6.671;NaN;7.623
TEM2008775_9;MFD_SETNO9;42.069567;-66.77055;321017;76;05-mar-08;19:35:28;33.0558;4.8802;6.60064;0.641388;8.896;0.9345;10.4505;33.096;6.9465
TEM2008775_9;MFD_SETNO9;42.069567;-66.77055;321018;5;05-mar-08;19:35:28;33.0472;4.9198;6.63778;0.65475025;8.9175;0.9275;10.402;NaN;6.925
TEM2008775_90;MFD_SETNO90;41.664133;-66.564283;321115;69;19-mar-08;17:41:00;32.7915;4.3329;6.80986;0.694837;7.6805;0.878;8.7605;32.828;7.461
TEM2008775_90;MFD_SETNO90;41.664133;-66.564283;321116;6;19-mar-08;17:41:00;32.2336;3.2778;7.04863;0.855184;6.8245;0.789;6.348;NaN;7.7375
TEM2008775_91;MFD_SETNO91;41.586717;-66.790133;321117;71;19-mar-08;20:26:59;33.0651;4.7962;6.79205;1.64355675;7.6105;0.9015;10.1635;33.11;7.4415
TEM2008775_91;MFD_SETNO91;41.586717;-66.790133;321118;5;19-mar-08;20:26:59;33.0599;4.7744;6.8072;1.4163985;7.646;0.9225;10.0125;NaN;7.4795
TEM2008775_92;MFD_SETNO92;41.698883;-66.98565;321119;61;19-mar-08;22:20:00;33.0659;4.7978;6.85496;2.14053344047619;6.507;0.885;9.184;33.115;7.5525
TEM2008775_92;MFD_SETNO92;41.698883;-66.98565;321120;5;19-mar-08;22:20:00;33.0652;4.7877;6.86187;1.76500125793651;7.0005;0.9095;9.7245;NaN;7.5205
TEM2008775_94;MFD_SETNO94;41.701883;-66.658983;321121;66;20-mar-08;01:48:13;32.7567;4.2551;6.81003;0.70819925;8.0205;0.922;8.1015;32.793;7.5695
TEM2008775_94;MFD_SETNO94;41.701883;-66.658983;321122;5;20-mar-08;01:48:13;32.2253;3.2403;7.02844;0.7750105;5.824;0.755;6.3305;NaN;7.845
TEM2008775_97;MFD_SETNO97;41.97015;-66.267217;321123;75;20-mar-08;07:01:00;32.9279;4.6638;6.61106;0.49440325;9.5895;1.0135;9.469;32.961;7.396
TEM2008775_97;MFD_SETNO97;41.97015;-66.267217;321124;5;20-mar-08;07:01:00;32.3397;3.4448;7.05757;0.748286;6.5415;0.7835;7.156;NaN;7.861
TEM2008775_98;MFD_SETNO98;42.152433;-66.254333;321125;184;20-mar-08;09:51:42;33.6831;6.2652;6.7334;0.100917968253968;12.1025;1.164;14.767;33.723;6.054
TEM2008775_98;MFD_SETNO98;42.152433;-66.254333;321126;6;20-mar-08;09:51:42;32.9173;4.5186;6.78681;0.68147475;8.52;0.925;9.156;NaN;7.5015
TEM2008775_99;MFD_SETNO99;42.47275;-65.6039;321127;90;20-mar-08;14:48:16;32.1858;3.1941;6.5487;0.135851111111111;7.281;0.8605;6.9465;32.222;7.2495
TEM2008775_99;MFD_SETNO99;42.47275;-65.6039;321128;6;20-mar-08;14:48:16;31.6446;1.5713;7.40476;0.539522984126984;6.3025;0.7915;5.9135;NaN;8.192
